Population Size,Num Generations,Crossover Rate,Differential Weight,Sequence Length,Init Sol Type,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
10,6,0.9,0.8,4,normal_distro,0.8690611124038696,0.8893226385116577,0.9701893925666809,0.9520924091339111,0.8690611124038696,0.9567731618881226,0.9102020263671875
5,13,0.225,0.4,32,normal_distro,0.8690236806869507,0.9833484888076782,0.8690236806869507,0.9381208419799805,0.9233298301696777,0.9411640167236328,0.937171995639801
5,25,0.45,0.8,32,uniform_distro,0.8689635992050171,0.8689635992050171,0.9415367841720581,0.9240124821662903,0.8933780789375305,0.9057586193084717,0.8967705965042114
10,13,0.9,1.6,256,normal_distro,0.8686567544937134,0.9360948204994202,0.9068351984024048,0.9114481210708618,0.9026510715484619,0.8686567544937134,0.8831381797790527
20,6,0.225,0.8,4,normal_distro,0.8684751987457275,0.9655706882476807,0.8684751987457275,0.9370691180229187,0.9811811447143555,0.9530818462371826,0.9270308017730713
20,6,0.45,1.6,4,uniform_distro,0.8679314851760864,0.981245756149292,0.8679314851760864,0.9454889297485352,0.990149736404419,0.9444237947463989,0.9842762351036072
20,25,0.225,1.6,512,normal_distro,0.8678302764892578,0.9380354285240173,0.9340718388557434,0.9375075101852417,0.8678302764892578,0.9257375597953796,0.9475580453872681
10,6,0.9,0.8,16,uniform_distro,0.8676228523254395,0.9291508197784424,0.9413263201713562,0.950796365737915,0.9137964248657227,0.9238242506980896,0.8676228523254395
5,13,0.9,0.4,128,uniform_distro,0.8675130605697632,0.8777535557746887,0.9178600311279297,0.8951320648193359,0.9347519278526306,0.9849305152893066,0.8675130605697632
20,6,0.45,0.8,8,uniform_distro,0.8674881458282471,0.9805899858474731,0.9324817061424255,0.975710928440094,0.8859254717826843,0.8960468173027039,0.8674881458282471
5,13,0.45,0.4,4,uniform_distro,0.8674284219741821,0.9447411894798279,0.9530173540115356,0.9622761011123657,0.9705600738525391,0.8674284219741821,0.9782117605209351
5,25,0.225,0.4,8,uniform_distro,0.8672850728034973,0.9828950762748718,0.9008073806762695,0.9712334275245667,0.9239587187767029,0.8672850728034973,0.9695709943771362
20,13,0.45,0.8,4,normal_distro,0.8672233819961548,0.9572848677635193,0.88346266746521,0.8672233819961548,0.9870713353157043,0.9963699579238892,0.9948009848594666
5,25,0.45,0.8,4,uniform_distro,0.866379976272583,0.866379976272583,0.9753116369247437,0.984409749507904,0.976097822189331,0.9958478212356567,0.9111249446868896
5,25,0.45,0.4,16,uniform_distro,0.8663709163665771,0.9300183057785034,0.9149975180625916,0.9778512716293335,0.8663709163665771,0.9318602085113525,0.9479591250419617
10,13,0.225,0.8,64,uniform_distro,0.8663607835769653,0.9567139744758606,0.9760082960128784,0.8663607835769653,0.9794296622276306,0.9463309049606323,0.9841517210006714
5,25,0.225,0.8,128,uniform_distro,0.8660459518432617,0.9509375095367432,0.9527086615562439,0.9743950366973877,0.9869856834411621,0.9325072765350342,0.8660459518432617
10,25,0.45,1.6,64,normal_distro,0.8660204410552979,0.9610472917556763,0.9750269651412964,0.9704122543334961,0.9545825719833374,0.8660204410552979,0.9353538155555725
20,6,0.9,0.4,512,uniform_distro,0.865575909614563,0.9392330646514893,0.869088888168335,0.8989486694335938,0.865575909614563,0.9232885241508484,0.9316115379333496
20,6,0.225,1.6,4,normal_distro,0.8653825521469116,0.9091631174087524,0.8653825521469116,0.9846944212913513,0.8722944259643555,0.9828482866287231,0.9263510704040527
10,13,0.45,1.6,128,uniform_distro,0.8653733134269714,0.9278719425201416,0.8653733134269714,0.9142501354217529,0.915789008140564,0.9604462385177612,0.9770317077636719
20,6,0.45,0.4,64,normal_distro,0.8652338981628418,0.990159273147583,0.9700958132743835,0.9746659994125366,0.9091784954071045,0.8652338981628418,0.9833599925041199
20,6,0.45,0.4,16,normal_distro,0.8650349974632263,0.8650349974632263,0.9452617168426514,0.8943456411361694,0.8962237238883972,0.8812649846076965,0.9596226215362549
5,25,0.225,1.6,4,uniform_distro,0.8649842143058777,0.9530948996543884,0.9438552260398865,0.9455150961875916,0.9039955735206604,0.8649842143058777,0.867686927318573
10,13,0.9,1.6,4,normal_distro,0.864966869354248,0.99345862865448,0.9602242112159729,0.9689366817474365,0.9656593799591064,0.864966869354248,0.9457626938819885
10,6,0.9,0.8,256,uniform_distro,0.8648688793182373,0.9668540954589844,0.8728442192077637,0.9318900108337402,0.9401345252990723,0.9426766633987427,0.8648688793182373
5,25,0.45,1.6,32,uniform_distro,0.8644835948944092,0.9179359674453735,0.9083720445632935,0.9422389268875122,0.9473068714141846,0.8644835948944092,0.9028593897819519
20,6,0.225,1.6,8,normal_distro,0.8641259670257568,0.9845243692398071,0.985089123249054,0.9746123552322388,0.8641259670257568,0.8719820976257324,0.9859622716903687
10,13,0.45,0.4,4,uniform_distro,0.8641197681427002,0.969711184501648,0.8641197681427002,0.9110301733016968,0.9206253886222839,0.8852295875549316,0.9804373979568481
10,25,0.225,0.8,512,uniform_distro,0.8634689450263977,0.8998811841011047,0.8634689450263977,0.9024569392204285,0.9193669557571411,0.9074589610099792,0.9376392364501953
10,13,0.225,0.4,32,uniform_distro,0.8631898164749146,0.9509428143501282,0.8631898164749146,0.9482331275939941,0.903188169002533,0.9852277040481567,0.902023196220398
10,25,0.45,1.6,32,uniform_distro,0.8631850481033325,0.9676944613456726,0.9516675472259521,0.9760952591896057,0.9595047235488892,0.8631850481033325,0.9834946990013123
5,25,0.225,0.8,16,uniform_distro,0.8631417751312256,0.9423851370811462,0.946076512336731,0.9200451374053955,0.9510965943336487,0.9300696849822998,0.8631417751312256
10,6,0.9,0.8,128,normal_distro,0.8628194332122803,0.9769432544708252,0.8628194332122803,0.958350419998169,0.9135836362838745,0.9461759328842163,0.9413672089576721
20,6,0.45,0.8,128,normal_distro,0.8627868890762329,0.9663577079772949,0.9785701036453247,0.8853622674942017,0.9091818332672119,0.8627868890762329,0.9707063436508179
5,13,0.225,1.6,128,normal_distro,0.8627690076828003,0.8973652124404907,0.9253413081169128,0.9035561680793762,0.8627690076828003,0.8735609650611877,0.9266459941864014
10,6,0.45,0.8,16,normal_distro,0.8627650737762451,0.9477282166481018,0.9933708906173706,0.9299521446228027,0.9586606621742249,0.8627650737762451,0.9615063071250916
20,6,0.9,0.8,4,normal_distro,0.8614352941513062,0.8614352941513062,0.8766990900039673,0.9469203948974609,0.9598723649978638,0.9353317618370056,0.9748850464820862
5,13,0.45,1.6,512,uniform_distro,0.8614091873168945,0.9440720081329346,0.9510672688484192,0.8614091873168945,0.8828977942466736,0.9572051763534546,0.8805208206176758
5,25,0.225,1.6,256,uniform_distro,0.8613873720169067,0.8613873720169067,0.9219202399253845,0.8794344663619995,0.881006121635437,0.9116209745407104,0.9601267576217651
20,6,0.45,1.6,16,uniform_distro,0.8611235022544861,0.8611235022544861,0.9199793338775635,0.9484643936157227,0.9806022047996521,0.9061512351036072,0.9191997647285461
5,25,0.9,0.4,64,normal_distro,0.8608085513114929,0.9913407564163208,0.9822633862495422,0.9909094572067261,0.9008734226226807,0.8608085513114929,0.993607223033905
10,13,0.45,0.8,32,uniform_distro,0.8606143593788147,0.9720596671104431,0.9695097208023071,0.9897626638412476,0.9583063125610352,0.9740078449249268,0.8606143593788147
5,6,0.45,0.8,256,uniform_distro,0.8605625629425049,0.8605625629425049,0.9743175506591797,0.9182632565498352,0.9061950445175171,0.9262999296188354,0.9300239086151123
10,13,0.45,1.6,64,normal_distro,0.8603334426879883,0.9463276863098145,0.9856168031692505,0.9080175757408142,0.8603334426879883,0.98831707239151,0.9084987640380859
10,6,0.45,0.4,64,uniform_distro,0.8601751327514648,0.9235861301422119,0.9656262397766113,0.9651236534118652,0.9175127148628235,0.8601751327514648,0.9465744495391846
20,13,0.225,0.4,512,uniform_distro,0.8598103523254395,0.9143981337547302,0.9518513679504395,0.9399667978286743,0.9201114177703857,0.8598103523254395,0.9091291427612305
5,13,0.225,0.8,64,uniform_distro,0.8595213890075684,0.9494832754135132,0.8595213890075684,0.9499717354774475,0.8892887234687805,0.8767647743225098,0.8917630910873413
20,6,0.45,1.6,512,normal_distro,0.8592482805252075,0.9277655482292175,0.8728017807006836,0.8985593318939209,0.9357662200927734,0.8592482805252075,0.9236598610877991
10,13,0.9,0.8,32,uniform_distro,0.8591870069503784,0.9957419633865356,0.9276486039161682,0.9510407447814941,0.8591870069503784,0.959978461265564,0.9300686120986938
5,25,0.225,0.8,64,uniform_distro,0.8589168190956116,0.9668347835540771,0.8589168190956116,0.9536474347114563,0.915835976600647,0.9633989930152893,0.9766659736633301
10,13,0.45,0.8,128,uniform_distro,0.8583238124847412,0.9355273246765137,0.9652054309844971,0.9449596405029297,0.9708182215690613,0.8583238124847412,0.907883882522583
10,13,0.225,1.6,128,uniform_distro,0.8580834269523621,0.9898269176483154,0.9607192277908325,0.8580834269523621,0.951994776725769,0.9655245542526245,0.9316586256027222
10,6,0.225,0.8,16,normal_distro,0.8576784133911133,0.8600318431854248,0.9021730422973633,0.9853951334953308,0.9451239109039307,0.9364145994186401,0.8576784133911133
20,25,0.9,0.4,64,uniform_distro,0.8575389385223389,0.9456237554550171,0.9662413597106934,0.9817587733268738,0.9939000606536865,0.8575389385223389,0.987145185470581
20,6,0.45,1.6,64,normal_distro,0.8575124740600586,0.9733324646949768,0.8575124740600586,0.98049396276474,0.9210799932479858,0.9381229877471924,0.9161224961280823
10,13,0.9,0.4,4,uniform_distro,0.857505202293396,0.9813792109489441,0.857505202293396,0.9788982272148132,0.9826260209083557,0.91008460521698,0.9811839461326599
5,13,0.45,0.8,128,uniform_distro,0.8574635982513428,0.8882907032966614,0.9444380402565002,0.9323129057884216,0.941528856754303,0.946429967880249,0.8574635982513428
10,13,0.225,1.6,128,normal_distro,0.8571622371673584,0.9661287069320679,0.9844129085540771,0.8571622371673584,0.9775952100753784,0.858817458152771,0.980054497718811
5,25,0.45,0.4,128,uniform_distro,0.8569706678390503,0.8569706678390503,0.9828237891197205,0.9175273776054382,0.9816781282424927,0.9160321354866028,0.9349836111068726
20,6,0.45,0.4,32,uniform_distro,0.8564167618751526,0.9363585710525513,0.8564167618751526,0.9421845078468323,0.9874118566513062,0.9704139232635498,0.9632048606872559
5,13,0.9,1.6,32,normal_distro,0.8563463687896729,0.9396629929542542,0.8929833173751831,0.9219734072685242,0.8563463687896729,0.9622090458869934,0.9809731245040894
10,13,0.45,0.8,256,normal_distro,0.8561744689941406,0.9490572214126587,0.9428359270095825,0.9550817012786865,0.9187023043632507,0.8561744689941406,0.9649733304977417
10,6,0.225,0.8,64,uniform_distro,0.8560729622840881,0.9024836421012878,0.9383494853973389,0.8633728623390198,0.8930540680885315,0.9740625619888306,0.8560729622840881
10,13,0.9,1.6,16,normal_distro,0.8560295701026917,0.9967675805091858,0.9193099141120911,0.8560295701026917,0.9870856404304504,0.8573242425918579,0.9464789032936096
10,25,0.45,0.8,128,uniform_distro,0.8556517362594604,0.9887149930000305,0.9693485498428345,0.8556517362594604,0.9768829345703125,0.9291573166847229,0.9835912585258484
5,25,0.225,0.8,64,normal_distro,0.8555911183357239,0.9696398973464966,0.8798140287399292,0.9829962253570557,0.8555911183357239,0.9134782552719116,0.9761698246002197
20,6,0.9,0.8,256,normal_distro,0.855581521987915,0.9706484079360962,0.855581521987915,0.9375270009040833,0.9619637727737427,0.8844994306564331,0.9589650630950928
20,13,0.225,0.8,128,uniform_distro,0.8554636240005493,0.9738463163375854,0.9659510254859924,0.965141773223877,0.8554636240005493,0.9501305818557739,0.9873241186141968
10,6,0.9,0.4,32,uniform_distro,0.8552932143211365,0.9732359647750854,0.9345251321792603,0.9811270833015442,0.8552932143211365,0.8835849165916443,0.9792898893356323
20,6,0.9,1.6,32,uniform_distro,0.8551515340805054,0.9033992290496826,0.9807323217391968,0.8572248220443726,0.9287409782409668,0.9943349957466125,0.8551515340805054
5,25,0.9,0.8,4,uniform_distro,0.8545300960540771,0.9601221084594727,0.9487577676773071,0.8800314664840698,0.9477769136428833,0.8545300960540771,0.985532283782959
10,25,0.9,0.8,64,uniform_distro,0.8543140888214111,0.9483194947242737,0.8543140888214111,0.9158188104629517,0.9728962182998657,0.968931257724762,0.982103168964386
5,13,0.225,1.6,64,uniform_distro,0.8543035387992859,0.8853844404220581,0.8543035387992859,0.8761839270591736,0.8821823596954346,0.9774882793426514,0.9506660103797913
10,13,0.225,1.6,16,normal_distro,0.8540889620780945,0.9319671392440796,0.8863261342048645,0.8840723037719727,0.9864223003387451,0.8540889620780945,0.9472751617431641
10,13,0.45,0.8,512,uniform_distro,0.8537051677703857,0.8537051677703857,0.948607861995697,0.9353445768356323,0.9251895546913147,0.8895296454429626,0.8975090980529785
5,25,0.45,1.6,32,normal_distro,0.8532957434654236,0.9113858938217163,0.9981948137283325,0.8888294100761414,0.9396028518676758,0.8824367523193359,0.8532957434654236
10,6,0.225,0.8,32,normal_distro,0.8532183170318604,0.9577630758285522,0.9657832384109497,0.8532183170318604,0.9236810207366943,0.9191389083862305,0.9837566614151001
10,6,0.45,1.6,16,normal_distro,0.8530003428459167,0.8530003428459167,0.9302042126655579,0.9322669506072998,0.9063794016838074,0.9108457565307617,0.9475222826004028
20,6,0.225,0.4,256,uniform_distro,0.8528436422348022,0.9542568325996399,0.8528436422348022,0.9161789417266846,0.9337921738624573,0.9217434525489807,0.9647014141082764
5,6,0.9,0.8,8,uniform_distro,0.8526874780654907,0.9434795379638672,0.9578433036804199,0.9930305480957031,0.8526874780654907,0.9930782318115234,0.9223029613494873
10,25,0.225,0.8,32,normal_distro,0.8525221347808838,0.9781689643859863,0.935342013835907,0.9876298308372498,0.8525221347808838,0.9875755310058594,0.9920064210891724
20,6,0.225,0.4,512,uniform_distro,0.8521757125854492,0.9432600736618042,0.8521757125854492,0.8672869205474854,0.9149314761161804,0.9503018856048584,0.9079293012619019
10,13,0.9,1.6,512,uniform_distro,0.8520481586456299,0.8520481586456299,0.8537654876708984,0.8846738934516907,0.9263349771499634,0.8759547472000122,0.9454203844070435
5,6,0.9,0.4,32,normal_distro,0.8519777059555054,0.9863899946212769,0.9017066359519958,0.9942360520362854,0.8971755504608154,0.8519777059555054,0.922667384147644
10,25,0.9,0.4,256,normal_distro,0.8518851399421692,0.9737887978553772,0.8518851399421692,0.9740341305732727,0.9749029874801636,0.9743137359619141,0.9732199907302856
10,13,0.9,0.8,512,normal_distro,0.8518640398979187,0.9383115172386169,0.9372458457946777,0.9238522052764893,0.8518640398979187,0.891247034072876,0.9394821524620056
10,25,0.45,0.8,32,normal_distro,0.8512997031211853,0.9704046249389648,0.9685797095298767,0.8778291940689087,0.9524783492088318,0.8512997031211853,0.9918266534805298
5,13,0.45,0.4,8,normal_distro,0.8512218594551086,0.9164448976516724,0.8809232115745544,0.8821425437927246,0.9884871244430542,0.8801695704460144,0.8512218594551086
10,6,0.9,0.4,8,uniform_distro,0.850892961025238,0.894591212272644,0.990646243095398,0.9563879370689392,0.9805214405059814,0.9255951642990112,0.850892961025238
20,6,0.9,1.6,128,uniform_distro,0.8505939245223999,0.9391756057739258,0.9074040651321411,0.9101207256317139,0.8505939245223999,0.9624433517456055,0.97406405210495
10,13,0.225,1.6,16,uniform_distro,0.8503905534744263,0.9744783639907837,0.8503905534744263,0.9474673867225647,0.9687730669975281,0.9828715324401855,0.9690444469451904
10,13,0.45,1.6,8,normal_distro,0.8500396609306335,0.9842745065689087,0.9593184590339661,0.9890747666358948,0.9913825988769531,0.985166609287262,0.8500396609306335
5,13,0.45,0.8,8,normal_distro,0.8497925400733948,0.9720554947853088,0.9378585815429688,0.9227633476257324,0.8497925400733948,0.9607769250869751,0.9618861079216003
10,13,0.9,1.6,8,normal_distro,0.8497539162635803,0.8497539162635803,0.9800772070884705,0.9894654154777527,0.9453855156898499,0.9751379489898682,0.939919114112854
10,13,0.225,0.4,32,normal_distro,0.8493605852127075,0.9747808575630188,0.9881220459938049,0.9632641673088074,0.9282045364379883,0.8493605852127075,0.9927021265029907
10,13,0.9,1.6,128,uniform_distro,0.8491946458816528,0.9847018718719482,0.9532043933868408,0.9071146845817566,0.8491946458816528,0.9781234860420227,0.8884218335151672
10,13,0.225,0.4,16,uniform_distro,0.8484875559806824,0.9793660640716553,0.9504461288452148,0.8484875559806824,0.9174924492835999,0.9794797897338867,0.8755906820297241
10,13,0.9,0.8,8,uniform_distro,0.8483930826187134,0.8483930826187134,0.9509540796279907,0.9869554042816162,0.9847657084465027,0.8961688876152039,0.9696120023727417
20,6,0.9,0.8,256,uniform_distro,0.847274899482727,0.93888920545578,0.847274899482727,0.9298322796821594,0.9090715646743774,0.9527698755264282,0.951068639755249
10,6,0.45,1.6,8,uniform_distro,0.847270667552948,0.9873056411743164,0.9743876457214355,0.847270667552948,0.930672287940979,0.9952919483184814,0.959881603717804
10,13,0.225,0.8,8,uniform_distro,0.8470944166183472,0.9781743884086609,0.9412603378295898,0.9922541379928589,0.9552688598632812,0.8470944166183472,0.9675454497337341
10,6,0.9,1.6,32,normal_distro,0.8468304872512817,0.8870525360107422,0.9673454761505127,0.8667389750480652,0.948758602142334,0.8468304872512817,0.8856037259101868
5,13,0.225,0.4,4,uniform_distro,0.8463282585144043,0.9649868011474609,0.9899390935897827,0.8463282585144043,0.9814597368240356,0.8645169734954834,0.8891132473945618
10,13,0.45,0.4,64,uniform_distro,0.8462027907371521,0.953859806060791,0.8462027907371521,0.9768553972244263,0.9890462756156921,0.952311635017395,0.9141994714736938
10,6,0.9,0.4,128,uniform_distro,0.8459196090698242,0.9295119047164917,0.8459196090698242,0.9643714427947998,0.9029359817504883,0.9768524169921875,0.9854605197906494
10,13,0.9,0.4,8,normal_distro,0.8451734185218811,0.9949037432670593,0.9812459349632263,0.9212905168533325,0.8451734185218811,0.9954997301101685,0.9594001770019531
20,6,0.45,0.8,512,uniform_distro,0.8450338840484619,0.8932256698608398,0.9111999869346619,0.8450338840484619,0.8787080645561218,0.9417226314544678,0.9076262712478638
5,6,0.45,1.6,64,normal_distro,0.8446272611618042,0.938922643661499,0.9318044781684875,0.8447349667549133,0.8446272611618042,0.8681501150131226,0.9528377056121826
10,6,0.45,0.8,64,uniform_distro,0.8442337512969971,0.9910359978675842,0.9888547658920288,0.8442337512969971,0.9347465634346008,0.9741086959838867,0.9815922975540161
20,6,0.45,1.6,16,normal_distro,0.8433258533477783,0.9197665452957153,0.9377467036247253,0.98918616771698,0.9069218635559082,0.9238338470458984,0.8433258533477783
10,13,0.225,1.6,4,uniform_distro,0.8430298566818237,0.9694663286209106,0.8430298566818237,0.9530766010284424,0.9476655721664429,0.9501551389694214,0.8935259580612183
10,13,0.9,0.8,512,uniform_distro,0.8424974083900452,0.9117432832717896,0.9264460802078247,0.923464834690094,0.9398863911628723,0.8424974083900452,0.905682384967804
20,6,0.225,0.4,8,normal_distro,0.8423680067062378,0.8423680067062378,0.981560230255127,0.8798789978027344,0.8470932841300964,0.9524480700492859,0.9923213720321655
5,6,0.9,0.8,128,uniform_distro,0.8423478603363037,0.9058479070663452,0.8868018388748169,0.9523950219154358,0.8785433769226074,0.8999128341674805,0.8423478603363037
10,6,0.225,0.4,8,normal_distro,0.8422752618789673,0.8422752618789673,0.9659138321876526,0.9589219093322754,0.9384278655052185,0.9522049427032471,0.8635636568069458
20,13,0.225,1.6,4,uniform_distro,0.8419779539108276,0.9801528453826904,0.9077677726745605,0.9301128387451172,0.9375623464584351,0.9126825332641602,0.8419779539108276
10,6,0.225,1.6,32,normal_distro,0.8414337635040283,0.9878321886062622,0.9849494099617004,0.8535434007644653,0.8422109484672546,0.9695050716400146,0.8414337635040283
10,13,0.9,1.6,128,normal_distro,0.8408597707748413,0.9731119871139526,0.9403494596481323,0.9649451375007629,0.9509986639022827,0.8408597707748413,0.97352135181427
20,13,0.225,1.6,512,normal_distro,0.8403914570808411,0.9423261284828186,0.9326935410499573,0.9255785346031189,0.8695544004440308,0.8403914570808411,0.9443336129188538
20,13,0.45,0.8,16,uniform_distro,0.8401883840560913,0.9625281095504761,0.8401883840560913,0.9637799859046936,0.9672954082489014,0.9911913871765137,0.9398415088653564
20,6,0.225,1.6,16,normal_distro,0.8400372266769409,0.9243626594543457,0.9825654625892639,0.9482231140136719,0.92619389295578,0.8400372266769409,0.9913157224655151
20,25,0.45,0.8,512,normal_distro,0.8399572372436523,0.9454166889190674,0.931459903717041,0.9290735721588135,0.8399572372436523,0.9460995197296143,0.9412453174591064
20,13,0.225,1.6,4,normal_distro,0.8398146629333496,0.9518729448318481,0.8398146629333496,0.936346173286438,0.9136673808097839,0.9927006959915161,0.9697011709213257
10,13,0.45,1.6,512,uniform_distro,0.8392750024795532,0.8642473816871643,0.8941235542297363,0.921126127243042,0.8438622951507568,0.9264172315597534,0.8392750024795532
5,13,0.9,1.6,8,normal_distro,0.839001476764679,0.9364224076271057,0.9852757453918457,0.839001476764679,0.85793137550354,0.9794842600822449,0.8570582866668701
10,13,0.45,0.8,4,normal_distro,0.8385154008865356,0.9707018136978149,0.9812438488006592,0.8863601684570312,0.8385154008865356,0.9866437315940857,0.8605914115905762
10,6,0.225,0.4,16,normal_distro,0.8377233147621155,0.8377233147621155,0.9523572325706482,0.964587390422821,0.931687593460083,0.9517621994018555,0.9821501970291138
20,6,0.45,0.8,16,uniform_distro,0.8372998237609863,0.8491084575653076,0.8372998237609863,0.9217730760574341,0.9708750247955322,0.9177197813987732,0.9947963953018188
20,6,0.225,1.6,256,normal_distro,0.8368741869926453,0.9635496139526367,0.8368741869926453,0.8624892234802246,0.8806434869766235,0.9623971581459045,0.968109130859375
20,6,0.45,0.4,8,normal_distro,0.8367920517921448,0.97987961769104,0.9683573842048645,0.8367920517921448,0.9707828760147095,0.9213800430297852,0.9086275696754456
20,6,0.225,0.8,8,normal_distro,0.8364971280097961,0.9563722014427185,0.9789568185806274,0.8445515632629395,0.9320823550224304,0.8364971280097961,0.974678635597229
20,6,0.225,0.8,512,uniform_distro,0.8360818028450012,0.9294238090515137,0.8951057195663452,0.9144392013549805,0.8707424998283386,0.8763285279273987,0.8360818028450012
5,25,0.45,0.8,8,normal_distro,0.8359520435333252,0.8359520435333252,0.9620972275733948,0.916857898235321,0.9848246574401855,0.9310444593429565,0.9197220206260681
5,13,0.45,0.8,4,normal_distro,0.8356249332427979,0.9923529624938965,0.8913592100143433,0.8600757122039795,0.9191721081733704,0.8356249332427979,0.9429768323898315
20,6,0.9,1.6,512,uniform_distro,0.8355509042739868,0.9368448853492737,0.8827585577964783,0.8680905103683472,0.8355509042739868,0.9094901084899902,0.8948121666908264
20,6,0.45,0.4,8,uniform_distro,0.8347341418266296,0.9550380706787109,0.9438713192939758,0.9839603304862976,0.911773681640625,0.9883168935775757,0.8347341418266296
5,13,0.9,0.8,32,normal_distro,0.8346863985061646,0.957050085067749,0.9318470358848572,0.9303953647613525,0.9601296782493591,0.8346863985061646,0.9075527191162109
10,6,0.45,1.6,256,normal_distro,0.8345187306404114,0.9652284383773804,0.9653247594833374,0.8345187306404114,0.9694048166275024,0.8787142038345337,0.9550167322158813
5,25,0.45,0.8,256,normal_distro,0.8344236612319946,0.970020055770874,0.9620599746704102,0.9632936716079712,0.9493448734283447,0.8344236612319946,0.965691328048706
10,13,0.225,0.4,8,uniform_distro,0.8343641757965088,0.9976851344108582,0.978670060634613,0.8869664669036865,0.9761145114898682,0.8343641757965088,0.9879476428031921
10,6,0.225,1.6,16,normal_distro,0.8342799544334412,0.924739420413971,0.9011672735214233,0.9072016477584839,0.8732054233551025,0.9465585947036743,0.8342799544334412
10,6,0.225,1.6,16,uniform_distro,0.8342139720916748,0.9375080466270447,0.8342139720916748,0.9840700030326843,0.9499921798706055,0.9646896123886108,0.8883171081542969
10,13,0.225,0.8,4,normal_distro,0.8338513374328613,0.9591876268386841,0.892269492149353,0.9884864091873169,0.9897257089614868,0.8338513374328613,0.9247548580169678
10,13,0.45,1.6,32,normal_distro,0.8338301181793213,0.956433892250061,0.9882829189300537,0.9516350626945496,0.8338301181793213,0.9412786364555359,0.9223393797874451
10,6,0.9,0.4,4,uniform_distro,0.8337123394012451,0.8865563869476318,0.8337123394012451,0.971487283706665,0.9388226866722107,0.9380564093589783,0.9213812351226807
10,13,0.9,0.8,256,normal_distro,0.8334237337112427,0.9711865186691284,0.9726046323776245,0.9709300994873047,0.9004866480827332,0.8334237337112427,0.9606049656867981
20,13,0.45,1.6,512,normal_distro,0.8332709670066833,0.9379640221595764,0.9309054613113403,0.9059779644012451,0.9193494319915771,0.8332709670066833,0.9369210004806519
20,6,0.45,1.6,512,uniform_distro,0.833153247833252,0.833153247833252,0.9012606143951416,0.8397424221038818,0.9007223844528198,0.9379683136940002,0.9384760856628418
10,13,0.9,0.8,16,normal_distro,0.8329966068267822,0.8329966068267822,0.958149790763855,0.9654127955436707,0.9598641991615295,0.9013293385505676,0.9728987812995911
10,13,0.225,0.8,512,uniform_distro,0.8327807188034058,0.9006659388542175,0.8327807188034058,0.8656444549560547,0.904647171497345,0.9328956604003906,0.9206495881080627
5,13,0.9,0.8,128,uniform_distro,0.8321486711502075,0.8321486711502075,0.9010100364685059,0.8813068866729736,0.8342176675796509,0.9539026021957397,0.9168009161949158
5,13,0.45,1.6,256,uniform_distro,0.8320392966270447,0.8695255517959595,0.951149582862854,0.8320392966270447,0.9085549116134644,0.9409212470054626,0.9653357267379761
20,6,0.9,1.6,16,normal_distro,0.8319802284240723,0.93316650390625,0.8791738748550415,0.8319802284240723,0.9438899755477905,0.9455607533454895,0.9077012538909912
10,6,0.45,0.8,4,uniform_distro,0.8316833972930908,0.97202467918396,0.8316833972930908,0.9074467420578003,0.8572468757629395,0.9224557876586914,0.9244771599769592
5,13,0.225,1.6,256,uniform_distro,0.8316389918327332,0.8316389918327332,0.892861008644104,0.9122581481933594,0.9715926647186279,0.8378195762634277,0.950221836566925
5,13,0.9,1.6,512,normal_distro,0.8307768702507019,0.9336116909980774,0.8307768702507019,0.9202629327774048,0.9337416887283325,0.9675177335739136,0.9361776113510132
10,6,0.9,0.4,512,uniform_distro,0.830665111541748,0.9278777241706848,0.9167783856391907,0.8413745760917664,0.830665111541748,0.9163072109222412,0.9331933259963989
20,13,0.225,1.6,32,uniform_distro,0.8306300640106201,0.947934627532959,0.8744600415229797,0.9691020846366882,0.9304406046867371,0.8306300640106201,0.9699879884719849
5,25,0.225,0.4,256,uniform_distro,0.8303843140602112,0.9209819436073303,0.8303843140602112,0.9442373514175415,0.8844020962715149,0.9486961364746094,0.9444162249565125
10,6,0.225,0.8,256,uniform_distro,0.8296269774436951,0.9552979469299316,0.8480687737464905,0.919276237487793,0.9318639039993286,0.9783831834793091,0.8296269774436951
5,13,0.45,1.6,8,normal_distro,0.8294311761856079,0.9183812737464905,0.8294311761856079,0.9610528945922852,0.965240478515625,0.983479380607605,0.9449149966239929
20,6,0.9,1.6,256,normal_distro,0.8293989300727844,0.9655375480651855,0.9694185256958008,0.8957586288452148,0.8293989300727844,0.8620481491088867,0.9401477575302124
5,25,0.225,1.6,512,uniform_distro,0.8285727500915527,0.8331626653671265,0.9125744104385376,0.8285727500915527,0.9470937252044678,0.9304388761520386,0.9169481992721558
5,13,0.225,0.8,16,uniform_distro,0.8285226821899414,0.8916043639183044,0.86493980884552,0.8445072174072266,0.8285226821899414,0.9284366965293884,0.936490535736084
5,25,0.9,0.4,16,uniform_distro,0.8282526731491089,0.9911932349205017,0.8282526731491089,0.8519357442855835,0.944212794303894,0.9097504615783691,0.9655095934867859
20,6,0.225,0.4,64,uniform_distro,0.8279144763946533,0.8279144763946533,0.8824310302734375,0.9700850248336792,0.942724347114563,0.9564376473426819,0.932805061340332
5,13,0.45,1.6,128,normal_distro,0.8276470303535461,0.9241971373558044,0.9041641354560852,0.8276470303535461,0.9307036399841309,0.8306783437728882,0.9287715554237366
