Population Size,Num Generations,Crossover Rate,Differential Weight,Sequence Length,Init Sol Type,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
5,25,0.9,0.8,4,normal_distro,0.9214180707931519,0.9536095261573792,0.993916392326355,0.9215137958526611,0.989990234375,0.9666063785552979,0.9214180707931519
20,13,0.9,0.8,64,uniform_distro,0.9212837219238281,0.9627514481544495,0.9720345735549927,0.9477248191833496,0.9212837219238281,0.9696229696273804,0.9448205232620239
20,13,0.9,0.4,512,normal_distro,0.9211775064468384,0.9417272806167603,0.9279856085777283,0.9333437085151672,0.9363105297088623,0.9211775064468384,0.9416368007659912
10,25,0.45,0.4,64,normal_distro,0.9210817217826843,0.9854755401611328,0.9676225781440735,0.9896432161331177,0.9210817217826843,0.9765381813049316,0.9886552691459656
5,13,0.225,0.4,32,uniform_distro,0.9205849170684814,0.9827228784561157,0.9606854915618896,0.9742880463600159,0.9205849170684814,0.9788022637367249,0.9584246873855591
20,13,0.225,0.8,128,normal_distro,0.9205201864242554,0.9844224452972412,0.9554601311683655,0.9855360388755798,0.9840948581695557,0.9205201864242554,0.9824141263961792
10,13,0.45,1.6,8,uniform_distro,0.9203055500984192,0.9738869071006775,0.9791741371154785,0.9203055500984192,0.9389364123344421,0.9252959489822388,0.958611786365509
5,13,0.9,0.4,64,uniform_distro,0.9202873706817627,0.9512993097305298,0.9603800177574158,0.9719284772872925,0.9202873706817627,0.9602654576301575,0.9572011232376099
10,25,0.225,0.4,4,uniform_distro,0.9201313853263855,0.9699042439460754,0.998962938785553,0.9201313853263855,0.9444223642349243,0.9742611646652222,0.9780598878860474
5,25,0.45,1.6,256,uniform_distro,0.9199419617652893,0.9199419617652893,0.9500654339790344,0.9216372966766357,0.9302251935005188,0.9459182024002075,0.9265512228012085
10,25,0.225,1.6,8,uniform_distro,0.9197627902030945,0.9853405356407166,0.9216935634613037,0.9896474480628967,0.9509139060974121,0.9197627902030945,0.9948266744613647
10,25,0.45,0.8,8,uniform_distro,0.9196866750717163,0.9196866750717163,0.9829387664794922,0.9766727089881897,0.9894207715988159,0.9870809316635132,0.990924596786499
10,25,0.225,1.6,32,normal_distro,0.9194302558898926,0.9774141907691956,0.958832323551178,0.9194302558898926,0.988770067691803,0.9819447994232178,0.963532567024231
20,6,0.45,0.8,32,normal_distro,0.9193031787872314,0.9193031787872314,0.9454749822616577,0.9935717582702637,0.9813832640647888,0.9847266674041748,0.9808063507080078
20,13,0.45,0.8,8,uniform_distro,0.9192436933517456,0.9779033660888672,0.9304130673408508,0.9374483227729797,0.9192436933517456,0.9628734588623047,0.9966413974761963
10,25,0.45,1.6,128,uniform_distro,0.9191086292266846,0.9191086292266846,0.9432549476623535,0.9197952747344971,0.9328566193580627,0.9585829973220825,0.9498170018196106
20,6,0.225,1.6,8,uniform_distro,0.9190309643745422,0.9190309643745422,0.9678449034690857,0.9849462509155273,0.9823095798492432,0.9740862846374512,0.9856669902801514
10,25,0.45,1.6,4,uniform_distro,0.9189636707305908,0.9632970690727234,0.9536564946174622,0.9795408248901367,0.9750767350196838,0.9398906230926514,0.9189636707305908
10,25,0.225,1.6,128,normal_distro,0.918341875076294,0.9601717591285706,0.9492685794830322,0.918341875076294,0.9663638472557068,0.9215701818466187,0.9768668413162231
20,13,0.9,1.6,4,normal_distro,0.9183089733123779,0.9810506105422974,0.9643988609313965,0.9671739935874939,0.9183089733123779,0.9828320145606995,0.9647387266159058
20,25,0.45,1.6,16,uniform_distro,0.9181965589523315,0.9479733109474182,0.9599193930625916,0.9181965589523315,0.9960430264472961,0.9842183589935303,0.992285966873169
10,25,0.9,1.6,512,normal_distro,0.9181585907936096,0.9415451288223267,0.9181585907936096,0.9451243877410889,0.9635357856750488,0.942901611328125,0.9429791569709778
20,13,0.225,1.6,128,normal_distro,0.9181358814239502,0.9421058893203735,0.9683381915092468,0.9181358814239502,0.9596740007400513,0.9505339860916138,0.9445671439170837
10,25,0.225,0.8,16,uniform_distro,0.9176972508430481,0.9804773926734924,0.9625704288482666,0.953620433807373,0.9926888942718506,0.9176972508430481,0.9854719638824463
10,25,0.45,1.6,16,normal_distro,0.9175662994384766,0.9451229572296143,0.9639801979064941,0.9175662994384766,0.9872964024543762,0.9244360327720642,0.951660692691803
10,13,0.45,0.4,4,normal_distro,0.9174940586090088,0.9199854731559753,0.9576268196105957,0.9915997982025146,0.9681016206741333,0.9174940586090088,0.9800410270690918
5,25,0.45,0.4,4,normal_distro,0.9173179864883423,0.9173179864883423,0.963129460811615,0.9715572595596313,0.9705894589424133,0.9600318670272827,0.9825015068054199
20,6,0.9,0.8,16,uniform_distro,0.917305588722229,0.917305588722229,0.9868226051330566,0.9859108924865723,0.9799450635910034,0.9557133913040161,0.9434429407119751
20,25,0.45,0.4,16,normal_distro,0.9171732068061829,0.976420521736145,0.9753243923187256,0.9171732068061829,0.9728074073791504,0.9782184958457947,0.9642188549041748
20,13,0.225,0.8,4,normal_distro,0.9170690178871155,0.9486485719680786,0.9690015912055969,0.9827555418014526,0.9882475137710571,0.9170690178871155,0.9884350895881653
20,6,0.9,0.4,16,uniform_distro,0.9170023202896118,0.9764512777328491,0.9203391075134277,0.9170023202896118,0.953603982925415,0.9532462954521179,0.9583061933517456
5,25,0.225,0.8,512,uniform_distro,0.9169254899024963,0.9368385076522827,0.9176340103149414,0.926363468170166,0.9314956665039062,0.9397673010826111,0.9169254899024963
20,6,0.45,0.8,32,uniform_distro,0.9167434573173523,0.9686752557754517,0.9663193821907043,0.9167434573173523,0.9655795693397522,0.9759597778320312,0.988174557685852
5,25,0.225,0.4,32,uniform_distro,0.916743278503418,0.9194092750549316,0.9759171009063721,0.9217789173126221,0.9547226428985596,0.9869788885116577,0.916743278503418
20,6,0.9,0.8,32,normal_distro,0.9165499210357666,0.9852293729782104,0.9165499210357666,0.995185911655426,0.9431020021438599,0.9642282128334045,0.9396354556083679
20,13,0.225,0.4,32,uniform_distro,0.9164300560951233,0.9635093212127686,0.9733191728591919,0.9388962388038635,0.9556267857551575,0.9164300560951233,0.9796298146247864
20,13,0.9,0.8,8,normal_distro,0.9163909554481506,0.988490104675293,0.9736641049385071,0.9163909554481506,0.9582363367080688,0.9831032156944275,0.9838132262229919
5,25,0.9,1.6,128,uniform_distro,0.9162685871124268,0.9886717796325684,0.9253652691841125,0.9202660322189331,0.9169572591781616,0.9651178121566772,0.9162685871124268
20,25,0.225,0.8,512,uniform_distro,0.9162644743919373,0.9425491094589233,0.9380887150764465,0.9193721413612366,0.931856632232666,0.9162644743919373,0.9514254331588745
20,6,0.45,0.4,4,uniform_distro,0.9162638187408447,0.9550352692604065,0.9378286600112915,0.946966290473938,0.9204744100570679,0.9162638187408447,0.9525242447853088
20,25,0.9,1.6,256,normal_distro,0.9161937236785889,0.9651972055435181,0.9513511657714844,0.933853805065155,0.9161937236785889,0.9555201530456543,0.9657911658287048
10,13,0.45,0.8,64,normal_distro,0.9161689281463623,0.9228367805480957,0.9404093027114868,0.9761974215507507,0.9161689281463623,0.9776305556297302,0.9955952763557434
10,25,0.45,1.6,4,normal_distro,0.9161652326583862,0.9548826217651367,0.9161652326583862,0.9392650723457336,0.9655404686927795,0.9363114833831787,0.9619333148002625
10,25,0.225,1.6,128,uniform_distro,0.9158482551574707,0.969910204410553,0.9321311116218567,0.9512495398521423,0.9857560396194458,0.9410911798477173,0.9158482551574707
10,25,0.45,0.8,16,normal_distro,0.9158424139022827,0.9618802666664124,0.9726337194442749,0.9158424139022827,0.9916229248046875,0.9891259670257568,0.9704917073249817
10,25,0.225,0.8,128,uniform_distro,0.9155746698379517,0.9670650362968445,0.9695343971252441,0.9155746698379517,0.9582059383392334,0.9701915979385376,0.9492070078849792
20,13,0.9,1.6,128,uniform_distro,0.915295422077179,0.9630478620529175,0.915295422077179,0.9655267000198364,0.9869292378425598,0.9538560509681702,0.9565925002098083
20,25,0.225,1.6,16,uniform_distro,0.9152114391326904,0.9349588751792908,0.9933366775512695,0.9152114391326904,0.9959608316421509,0.9309731721878052,0.9930855631828308
20,25,0.45,0.8,32,normal_distro,0.9144796133041382,0.9144796133041382,0.9268770813941956,0.9961957931518555,0.9705872535705566,0.978183925151825,0.9643880128860474
10,25,0.225,1.6,4,uniform_distro,0.9144300222396851,0.9887620210647583,0.9658440947532654,0.9144300222396851,0.9941056966781616,0.951156497001648,0.9160711765289307
5,25,0.45,0.8,8,uniform_distro,0.9143697619438171,0.9683654308319092,0.9721181392669678,0.9143697619438171,0.9278272390365601,0.9946187734603882,0.9314131736755371
20,25,0.9,0.8,512,normal_distro,0.9142419695854187,0.9427323341369629,0.9176393151283264,0.9545165300369263,0.9252138137817383,0.9142419695854187,0.9420145153999329
20,13,0.225,0.4,16,uniform_distro,0.9136168956756592,0.9388530254364014,0.9136168956756592,0.9780479073524475,0.9475038051605225,0.9830672740936279,0.9547590017318726
20,6,0.9,0.4,128,normal_distro,0.913418173789978,0.9814701080322266,0.9801074862480164,0.9544360637664795,0.913418173789978,0.972147524356842,0.9830836057662964
20,6,0.45,0.4,256,uniform_distro,0.9134091734886169,0.9807558655738831,0.9608587622642517,0.9134091734886169,0.9744808077812195,0.952887773513794,0.9422762393951416
10,25,0.225,1.6,256,uniform_distro,0.9132606983184814,0.9548745155334473,0.9132606983184814,0.9166727066040039,0.9693024158477783,0.9198561906814575,0.9316567778587341
20,6,0.9,1.6,16,uniform_distro,0.9131736159324646,0.920221745967865,0.9131736159324646,0.9865055084228516,0.9668524861335754,0.9725196957588196,0.9571382403373718
10,25,0.45,1.6,8,normal_distro,0.913059413433075,0.9819067716598511,0.9882789850234985,0.9662995934486389,0.913059413433075,0.9564087986946106,0.9766507148742676
10,13,0.9,1.6,32,normal_distro,0.9129745364189148,0.9583935737609863,0.9359670877456665,0.9367748498916626,0.9765044450759888,0.9129745364189148,0.9755231142044067
10,25,0.225,0.4,128,normal_distro,0.9129231572151184,0.9861128330230713,0.9651810526847839,0.9668306112289429,0.9129231572151184,0.9466956853866577,0.9869036674499512
20,25,0.45,0.4,64,uniform_distro,0.9126394391059875,0.9585966467857361,0.9834252595901489,0.9868208169937134,0.9126394391059875,0.9640859365463257,0.9798010587692261
20,13,0.9,0.8,256,uniform_distro,0.9124767780303955,0.973605215549469,0.9809459447860718,0.9124767780303955,0.9452883005142212,0.9614968299865723,0.9400701522827148
10,6,0.45,1.6,128,normal_distro,0.9123773574829102,0.9749260544776917,0.9123773574829102,0.9148941040039062,0.9715145826339722,0.9431372880935669,0.9233779311180115
10,13,0.9,0.4,64,uniform_distro,0.9123395085334778,0.9778870344161987,0.9440040588378906,0.9123395085334778,0.9573799967765808,0.9221737384796143,0.9444490075111389
20,25,0.9,1.6,512,normal_distro,0.9119336605072021,0.9393383264541626,0.9345998167991638,0.9473676085472107,0.9119336605072021,0.9245694875717163,0.946415901184082
20,13,0.9,1.6,512,uniform_distro,0.9116397500038147,0.9265600442886353,0.9116397500038147,0.9645023345947266,0.9190685749053955,0.9231336116790771,0.9232854247093201
10,25,0.9,0.8,16,uniform_distro,0.9112632274627686,0.9473376870155334,0.9843475818634033,0.9598057270050049,0.9392889142036438,0.9112632274627686,0.9364721775054932
5,25,0.45,0.4,8,normal_distro,0.9106146097183228,0.9894158244132996,0.996785044670105,0.9106146097183228,0.9335764050483704,0.9557589292526245,0.941971480846405
20,25,0.225,0.8,4,uniform_distro,0.9105183482170105,0.9476445913314819,0.9628573656082153,0.9852411150932312,0.9105183482170105,0.9990390539169312,0.9890764951705933
20,25,0.225,0.4,512,uniform_distro,0.9100911617279053,0.9275341033935547,0.9484972357749939,0.9100911617279053,0.9380252957344055,0.943912148475647,0.9570596218109131
20,13,0.45,0.4,64,uniform_distro,0.9100149869918823,0.9100149869918823,0.9930788278579712,0.9755970239639282,0.9340215921401978,0.9877026677131653,0.9134030342102051
5,25,0.45,0.8,4,normal_distro,0.909860372543335,0.9898879528045654,0.9832859039306641,0.920936644077301,0.909860372543335,0.9768869280815125,0.9684710502624512
20,25,0.225,0.8,256,normal_distro,0.9097843766212463,0.9709752798080444,0.9651315212249756,0.9629015922546387,0.9097843766212463,0.9524011611938477,0.9741249084472656
20,13,0.9,1.6,16,normal_distro,0.9096893072128296,0.9393246173858643,0.9892921447753906,0.9398488998413086,0.9561706781387329,0.9096893072128296,0.9649214744567871
20,6,0.225,0.8,8,uniform_distro,0.9096107482910156,0.9488268494606018,0.9096107482910156,0.9274796843528748,0.9117857217788696,0.9646992683410645,0.9240416288375854
10,25,0.9,1.6,64,uniform_distro,0.909596860408783,0.909596860408783,0.937698483467102,0.9639857411384583,0.9186841249465942,0.9781696796417236,0.9548041820526123
20,25,0.225,1.6,512,uniform_distro,0.9095516800880432,0.93375563621521,0.9574086666107178,0.9095516800880432,0.9612101316452026,0.925231397151947,0.9371803998947144
5,13,0.225,0.8,16,normal_distro,0.909089207649231,0.9677571654319763,0.9464742541313171,0.9187562465667725,0.909089207649231,0.9556882381439209,0.9424336552619934
20,25,0.9,1.6,16,uniform_distro,0.9089493751525879,0.9742008447647095,0.9089493751525879,0.9687273502349854,0.9647114872932434,0.9886347651481628,0.9866470694541931
10,13,0.45,0.4,128,uniform_distro,0.9088616967201233,0.9206079244613647,0.9403142929077148,0.9347700476646423,0.928960382938385,0.9088616967201233,0.9636124968528748
10,6,0.45,1.6,4,normal_distro,0.908847451210022,0.908847451210022,0.9148606657981873,0.9846634864807129,0.9763157367706299,0.9770811796188354,0.9458975791931152
20,6,0.45,1.6,8,uniform_distro,0.9087778329849243,0.9216259717941284,0.9125509858131409,0.9654249548912048,0.9922466278076172,0.9087778329849243,0.9839687347412109
20,13,0.45,1.6,4,uniform_distro,0.9086777567863464,0.986432671546936,0.9086777567863464,0.9513323307037354,0.9524007439613342,0.9585597515106201,0.978731095790863
10,25,0.225,0.8,256,uniform_distro,0.9086730480194092,0.9750543832778931,0.9086730480194092,0.9299759864807129,0.9527201056480408,0.9333934783935547,0.9414502382278442
5,13,0.45,1.6,64,uniform_distro,0.9085443019866943,0.9507495164871216,0.9085443019866943,0.9703294038772583,0.9955862760543823,0.9828129410743713,0.9658932685852051
10,6,0.9,0.8,8,normal_distro,0.908284068107605,0.9209758639335632,0.920006513595581,0.908284068107605,0.9900811314582825,0.9737523794174194,0.9689770340919495
10,13,0.225,0.8,64,normal_distro,0.9082695245742798,0.9775846004486084,0.9180062413215637,0.9654054045677185,0.9765443205833435,0.9082695245742798,0.9775128960609436
10,25,0.225,0.8,8,uniform_distro,0.9081956148147583,0.9364496469497681,0.9081956148147583,0.970854640007019,0.9904680252075195,0.9539170265197754,0.9708316326141357
5,25,0.45,1.6,256,normal_distro,0.9080773591995239,0.971685528755188,0.9657129049301147,0.9131152629852295,0.9398868083953857,0.9451353549957275,0.9080773591995239
10,13,0.9,0.8,64,normal_distro,0.907979428768158,0.9887651205062866,0.991050124168396,0.907979428768158,0.970867395401001,0.9215335249900818,0.9646997451782227
10,25,0.45,1.6,512,normal_distro,0.9077863097190857,0.9402766227722168,0.9418072700500488,0.9245494604110718,0.9077863097190857,0.943850040435791,0.9366623759269714
20,25,0.225,0.8,128,uniform_distro,0.9074463844299316,0.9827995896339417,0.9818803071975708,0.9074463844299316,0.9815949201583862,0.9875222444534302,0.9783562421798706
10,25,0.9,0.4,8,uniform_distro,0.9074456095695496,0.9324654340744019,0.9569903612136841,0.9837769269943237,0.9132480621337891,0.9074456095695496,0.9960466027259827
10,25,0.45,0.4,64,uniform_distro,0.9073437452316284,0.9689399600028992,0.9529671669006348,0.9490022659301758,0.9631893038749695,0.9073437452316284,0.9711102247238159
20,25,0.225,1.6,4,normal_distro,0.9072335958480835,0.9072335958480835,0.9722818732261658,0.9822526574134827,0.9496297240257263,0.9511361122131348,0.9699270725250244
10,25,0.225,0.4,8,normal_distro,0.9071003794670105,0.993591845035553,0.9071003794670105,0.9791089296340942,0.9533154368400574,0.9871852397918701,0.9955224990844727
20,6,0.9,1.6,64,normal_distro,0.9070597290992737,0.91374272108078,0.9807617664337158,0.947239875793457,0.9070597290992737,0.9161789417266846,0.9774434566497803
20,13,0.45,0.8,128,uniform_distro,0.9069194793701172,0.9777483940124512,0.9515459537506104,0.9355153441429138,0.9725516438484192,0.9069194793701172,0.9537736177444458
10,25,0.225,0.4,128,uniform_distro,0.9067790508270264,0.9296624660491943,0.9244644641876221,0.9067790508270264,0.9579162001609802,0.9779748320579529,0.9393570423126221
10,13,0.9,0.4,512,uniform_distro,0.9066773056983948,0.9424223303794861,0.9092656373977661,0.9355515837669373,0.92131507396698,0.9066773056983948,0.9178835153579712
5,25,0.9,1.6,32,uniform_distro,0.9064948558807373,0.9064948558807373,0.9669204354286194,0.9397550821304321,0.9880673885345459,0.9921852350234985,0.9903260469436646
10,25,0.45,0.8,256,normal_distro,0.9064581394195557,0.9708292484283447,0.9548368453979492,0.9419518709182739,0.9064581394195557,0.9415241479873657,0.9663158655166626
10,13,0.9,0.8,64,uniform_distro,0.9064552783966064,0.9064552783966064,0.9946542382240295,0.9384896159172058,0.9353134632110596,0.9499706029891968,0.915137767791748
5,25,0.225,1.6,64,uniform_distro,0.9063124656677246,0.9672408699989319,0.9488211870193481,0.96620112657547,0.98894202709198,0.9103695154190063,0.9063124656677246
20,25,0.225,0.4,16,normal_distro,0.9062797427177429,0.9770222306251526,0.9910845756530762,0.9916274547576904,0.9903571605682373,0.9062797427177429,0.9780467748641968
5,25,0.225,1.6,8,uniform_distro,0.9061793684959412,0.9725501537322998,0.9061793684959412,0.9876331686973572,0.9569234848022461,0.9139925241470337,0.9807990789413452
10,25,0.9,0.4,256,uniform_distro,0.9058279991149902,0.9682201743125916,0.9591040015220642,0.9699600338935852,0.9606575965881348,0.9058279991149902,0.9651181697845459
5,25,0.9,1.6,16,normal_distro,0.9056779742240906,0.9174063205718994,0.975986123085022,0.931114912033081,0.9056779742240906,0.9691853523254395,0.980453372001648
20,25,0.45,1.6,128,uniform_distro,0.9055851697921753,0.9055851697921753,0.9536515474319458,0.9608697295188904,0.9909541606903076,0.9492575526237488,0.9731401205062866
5,25,0.45,0.8,64,uniform_distro,0.905377984046936,0.9558147192001343,0.9746171236038208,0.905377984046936,0.9353287220001221,0.9844547510147095,0.956812858581543
20,25,0.9,0.8,256,uniform_distro,0.905112624168396,0.9282957315444946,0.9602916240692139,0.9613721966743469,0.9745321273803711,0.905112624168396,0.929052472114563
20,13,0.9,0.8,512,uniform_distro,0.905056357383728,0.9511748552322388,0.9374653697013855,0.9514061808586121,0.905056357383728,0.9073655605316162,0.932148814201355
20,13,0.225,1.6,512,uniform_distro,0.9050465226173401,0.9104216694831848,0.9249539971351624,0.9050465226173401,0.9459576606750488,0.9533675909042358,0.9483453035354614
10,25,0.225,0.4,64,uniform_distro,0.9050232172012329,0.9795680046081543,0.9449983835220337,0.9355222582817078,0.9050232172012329,0.9841134548187256,0.9555796384811401
10,13,0.9,0.8,128,uniform_distro,0.9046286940574646,0.9046286940574646,0.9308241605758667,0.9298022985458374,0.9284965991973877,0.9808024168014526,0.9666834473609924
10,25,0.225,0.8,8,normal_distro,0.9040224552154541,0.9551371932029724,0.9947388172149658,0.9865074753761292,0.9040224552154541,0.9411015510559082,0.9932912588119507
10,25,0.45,0.4,32,uniform_distro,0.9036941528320312,0.9730217456817627,0.9130823612213135,0.9901607632637024,0.9571645259857178,0.9036941528320312,0.9528317451477051
5,25,0.225,0.8,16,normal_distro,0.9035228490829468,0.9449112415313721,0.9411845207214355,0.9711098670959473,0.9381909370422363,0.9035228490829468,0.989169716835022
20,13,0.9,0.8,4,uniform_distro,0.903475821018219,0.9751012325286865,0.9865029454231262,0.9686243534088135,0.9639862775802612,0.903475821018219,0.9790529012680054
20,13,0.45,1.6,512,uniform_distro,0.9033963680267334,0.9433166980743408,0.9154402613639832,0.9219581484794617,0.9458001852035522,0.9033963680267334,0.9515508413314819
10,25,0.225,1.6,4,normal_distro,0.9030307531356812,0.9198569655418396,0.9636118412017822,0.9516608119010925,0.9983620047569275,0.9030307531356812,0.9139176607131958
10,25,0.45,0.4,8,normal_distro,0.9028969407081604,0.9363433718681335,0.9028969407081604,0.9936642050743103,0.9732879996299744,0.9327622056007385,0.9798852205276489
10,13,0.9,0.4,256,uniform_distro,0.9028093814849854,0.9114699959754944,0.928773045539856,0.9292424321174622,0.943889856338501,0.9444167613983154,0.9028093814849854
20,6,0.45,0.4,32,normal_distro,0.902244508266449,0.9871023893356323,0.9859572649002075,0.9864218235015869,0.902244508266449,0.9274338483810425,0.9782697558403015
20,6,0.225,0.4,16,uniform_distro,0.9020373225212097,0.9020373225212097,0.9696422815322876,0.9229634404182434,0.9864709377288818,0.9819530844688416,0.9906551837921143
5,25,0.9,0.4,32,uniform_distro,0.9018402695655823,0.9831886291503906,0.9918375015258789,0.9018402695655823,0.9204548001289368,0.9121094942092896,0.9630883932113647
10,25,0.9,1.6,128,normal_distro,0.9018046855926514,0.9018046855926514,0.950032114982605,0.9443755149841309,0.9773083925247192,0.9653369188308716,0.9601219892501831
5,13,0.45,0.4,64,normal_distro,0.9017512202262878,0.964722216129303,0.9017512202262878,0.9841457605361938,0.9333954453468323,0.974722146987915,0.9875674843788147
20,13,0.225,0.8,64,normal_distro,0.9017369151115417,0.985470175743103,0.9718987941741943,0.9443783760070801,0.9017369151115417,0.9320467114448547,0.9893382787704468
5,13,0.9,0.8,16,normal_distro,0.9014894962310791,0.9230856895446777,0.9149765968322754,0.9511003494262695,0.9868035316467285,0.9014894962310791,0.9433185458183289
10,25,0.9,0.8,32,normal_distro,0.9013240337371826,0.946661114692688,0.95079505443573,0.9013240337371826,0.9859250783920288,0.9166907072067261,0.9671971797943115
5,25,0.225,1.6,512,normal_distro,0.9013053774833679,0.9431486129760742,0.9197263717651367,0.9013053774833679,0.934333860874176,0.9382808208465576,0.9357912540435791
20,6,0.9,0.4,256,uniform_distro,0.9012021422386169,0.9513217806816101,0.9569700360298157,0.9101872444152832,0.9012021422386169,0.9825351238250732,0.9280906915664673
10,25,0.225,1.6,16,uniform_distro,0.9010030031204224,0.9748647212982178,0.9010030031204224,0.9516501426696777,0.9735491275787354,0.9535159468650818,0.9556050300598145
10,25,0.9,0.4,512,normal_distro,0.9009592533111572,0.9416525363922119,0.9314111471176147,0.9448547959327698,0.9413077235221863,0.9009592533111572,0.9468806982040405
10,25,0.45,0.4,512,uniform_distro,0.900944709777832,0.9015275835990906,0.900944709777832,0.9386348724365234,0.9099453091621399,0.9270765781402588,0.9386520385742188
20,25,0.45,0.4,512,uniform_distro,0.9007329344749451,0.9199265241622925,0.9455925226211548,0.9355773329734802,0.9379992485046387,0.930738091468811,0.9007329344749451
20,13,0.9,0.8,256,normal_distro,0.9005985260009766,0.9663094878196716,0.9232274293899536,0.9357210993766785,0.9005985260009766,0.9444059133529663,0.9685624837875366
20,6,0.9,0.4,64,uniform_distro,0.9005630016326904,0.9336311221122742,0.918877899646759,0.9405477643013,0.9042209982872009,0.9005630016326904,0.901163637638092
20,13,0.9,0.8,32,normal_distro,0.9004291892051697,0.9808129668235779,0.9004291892051697,0.9784553050994873,0.9903967976570129,0.9192838072776794,0.9929023385047913
10,25,0.45,0.4,256,uniform_distro,0.9003023505210876,0.9442033767700195,0.9720659255981445,0.9003023505210876,0.9183006286621094,0.9712070226669312,0.9534125328063965
10,25,0.45,1.6,128,normal_distro,0.9002923965454102,0.9630166292190552,0.9002923965454102,0.9454240798950195,0.9704413414001465,0.9424326419830322,0.9602875113487244
20,13,0.45,0.4,64,normal_distro,0.8994667530059814,0.9869643449783325,0.9600067734718323,0.9654346704483032,0.8994667530059814,0.992888331413269,0.9882122278213501
10,13,0.225,0.8,16,uniform_distro,0.8990250825881958,0.9799537658691406,0.8990250825881958,0.9916332960128784,0.9876765608787537,0.9409855604171753,0.9254262447357178
5,25,0.9,0.8,16,normal_distro,0.898743748664856,0.9928420186042786,0.9916960000991821,0.9725942611694336,0.9024879932403564,0.898743748664856,0.9673377275466919
20,6,0.225,0.8,16,normal_distro,0.8987236022949219,0.9033280611038208,0.9576467275619507,0.8987236022949219,0.905335545539856,0.946657657623291,0.919517993927002
10,13,0.9,0.8,256,uniform_distro,0.8987230062484741,0.9219636917114258,0.8987230062484741,0.9202918410301208,0.9652587175369263,0.9571115970611572,0.9484634399414062
10,25,0.45,0.8,256,uniform_distro,0.8986730575561523,0.9509785771369934,0.9303587079048157,0.8986730575561523,0.9755625128746033,0.9460875988006592,0.942660927772522
5,25,0.9,1.6,16,uniform_distro,0.8985978960990906,0.9795236587524414,0.9512950778007507,0.986413300037384,0.9348591566085815,0.8985978960990906,0.9811618328094482
10,13,0.45,0.8,32,normal_distro,0.8985602855682373,0.9627031087875366,0.9850583672523499,0.8985602855682373,0.9595329165458679,0.9931570291519165,0.9931687116622925
10,25,0.45,0.8,512,uniform_distro,0.8983649611473083,0.898777961730957,0.8983649611473083,0.9239835143089294,0.9101526737213135,0.9126065969467163,0.9209729433059692
20,13,0.9,1.6,256,uniform_distro,0.898193359375,0.9800629615783691,0.9712378978729248,0.9311171770095825,0.9164292216300964,0.898193359375,0.9390405416488647
5,25,0.9,0.4,32,normal_distro,0.8981397151947021,0.9804331064224243,0.997430682182312,0.9976726174354553,0.8981397151947021,0.9639876484870911,0.9505405426025391
20,13,0.225,1.6,32,normal_distro,0.8980696797370911,0.9883663654327393,0.9701937437057495,0.9778234362602234,0.9235619902610779,0.9376845359802246,0.8980696797370911
20,6,0.9,0.4,16,normal_distro,0.8980265855789185,0.9915129542350769,0.9219322204589844,0.9344804286956787,0.9282063245773315,0.8980265855789185,0.9613015651702881
10,6,0.45,0.4,32,uniform_distro,0.8978918790817261,0.9755076169967651,0.9673519134521484,0.9459018707275391,0.8978918790817261,0.9281233549118042,0.9203952550888062
20,6,0.45,0.4,128,uniform_distro,0.8978427052497864,0.9286541938781738,0.8978427052497864,0.9370651245117188,0.9308416843414307,0.9569790363311768,0.9805816411972046
20,13,0.225,0.8,32,uniform_distro,0.8976926803588867,0.971403956413269,0.969241738319397,0.9160199761390686,0.9328355193138123,0.8976926803588867,0.9182074069976807
20,13,0.45,1.6,64,normal_distro,0.8975461721420288,0.9899479746818542,0.8975461721420288,0.9855519533157349,0.9517788290977478,0.9501069784164429,0.9895532727241516
20,13,0.225,0.4,256,uniform_distro,0.8970178961753845,0.9101791381835938,0.9201454520225525,0.9724533557891846,0.9377723932266235,0.8970178961753845,0.962253212928772
10,13,0.45,0.8,16,normal_distro,0.897013247013092,0.9599024057388306,0.9696494936943054,0.897013247013092,0.9408426880836487,0.9543745517730713,0.9832653403282166
10,6,0.225,1.6,128,uniform_distro,0.8969589471817017,0.8969589471817017,0.966951847076416,0.906205415725708,0.9252317547798157,0.937268853187561,0.9684122800827026
5,25,0.9,1.6,256,uniform_distro,0.8968329429626465,0.972280740737915,0.939751148223877,0.9637261033058167,0.9079616069793701,0.8968329429626465,0.9569385051727295
5,13,0.45,0.4,64,uniform_distro,0.8968011140823364,0.96258544921875,0.9504212737083435,0.9735918045043945,0.8968011140823364,0.9895530939102173,0.9073200225830078
20,13,0.45,0.8,256,normal_distro,0.8967453241348267,0.9724022150039673,0.9095819592475891,0.9688158631324768,0.8967453241348267,0.9571502208709717,0.9649202823638916
20,13,0.9,1.6,128,normal_distro,0.8966294527053833,0.9758284091949463,0.953508734703064,0.8966294527053833,0.9300840497016907,0.966364860534668,0.9610392451286316
20,13,0.45,0.4,512,uniform_distro,0.896564781665802,0.9347291588783264,0.9163625240325928,0.9126649498939514,0.896564781665802,0.9210104942321777,0.9260283708572388
5,25,0.225,0.4,8,normal_distro,0.8965624570846558,0.9852017164230347,0.9820858240127563,0.9453474283218384,0.9088923931121826,0.8965624570846558,0.9336649775505066
