Sequence Length,Std,Population Size,Num Generations,Crossover Rate,Elitism Rate,Init Sol Type,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
512,0.03125,10,13,0.8,0.12,normal_distro,-0.026001784950494766,0.9400370121002197,0.5898343324661255,-0.026001784950494766,0.23525363206863403,0.272472620010376,0.9398422241210938
512,0.03125,10,13,0.8,0.24,noiseless_ideal,0.9422298669815063,0.9516916871070862,0.9528651237487793,0.9422298669815063,0.9558233618736267,0.9507056474685669,0.9602624773979187
512,0.03125,10,13,0.8,0.24,uniform_distro,0.8497414588928223,0.8991051316261292,0.8497414588928223,0.933551549911499,0.9419158697128296,0.8934080600738525,0.9582971930503845
512,0.03125,10,13,0.8,0.24,normal_distro,0.17299962043762207,0.9382246136665344,0.3490637540817261,0.4104340970516205,0.17299962043762207,0.3034983277320862,0.9387074112892151
512,0.03125,10,25,0.2,0.06,noiseless_ideal,0.9427361488342285,0.9482827186584473,0.9443578720092773,0.9427361488342285,0.9531564712524414,0.9500159025192261,0.9630439281463623
512,0.03125,10,25,0.2,0.06,uniform_distro,0.44438058137893677,0.940598726272583,0.9220837950706482,0.821297287940979,0.6512055397033691,0.8999876976013184,0.44438058137893677
512,0.03125,10,25,0.2,0.06,normal_distro,0.24944768846035004,0.93522047996521,0.5492346882820129,0.6417975425720215,0.24944768846035004,0.3459770977497101,0.9227697849273682
512,0.03125,10,25,0.2,0.12,noiseless_ideal,0.9459442496299744,0.951030433177948,0.9540143013000488,0.9459442496299744,0.9540008306503296,0.9526354670524597,0.9586589336395264
512,0.03125,10,25,0.2,0.12,uniform_distro,0.5186032056808472,0.9409365057945251,0.9417994618415833,0.5186032056808472,0.9571138620376587,0.9416860342025757,0.9472064971923828
512,0.03125,10,25,0.2,0.12,normal_distro,0.2179355025291443,0.9411307573318481,0.47507888078689575,0.6282682418823242,0.2179355025291443,0.27199700474739075,0.9412923455238342
512,0.03125,10,25,0.2,0.24,noiseless_ideal,0.943537175655365,0.9485046863555908,0.9508101940155029,0.943537175655365,0.9545051455497742,0.9522777795791626,0.9574025273323059
512,0.03125,10,25,0.2,0.24,uniform_distro,0.8479971885681152,0.920511782169342,0.9526427984237671,0.8479971885681152,0.9540419578552246,0.9480151534080505,0.9423093795776367
512,0.03125,10,25,0.2,0.24,normal_distro,0.2539241909980774,0.9422360062599182,0.36179879307746887,0.5569406151771545,0.2539241909980774,0.39061564207077026,0.9402421712875366
512,0.03125,10,25,0.4,0.06,noiseless_ideal,0.9427679777145386,0.9468092918395996,0.9490427374839783,0.9427679777145386,0.9492784142494202,0.9532325267791748,0.9603858590126038
512,0.03125,10,25,0.4,0.06,uniform_distro,0.6939247250556946,0.8542793989181519,0.9060693979263306,0.6939247250556946,0.9471834301948547,0.9297345876693726,0.9437094330787659
512,0.03125,10,25,0.4,0.06,normal_distro,0.15839560329914093,0.9377564191818237,0.7033568024635315,0.15839560329914093,0.24669650197029114,0.49519455432891846,0.9429717659950256
512,0.03125,10,25,0.4,0.12,noiseless_ideal,0.9449270963668823,0.9520008563995361,0.9538891315460205,0.9449270963668823,0.9542181491851807,0.9541704654693604,0.9580686688423157
512,0.03125,10,25,0.4,0.12,uniform_distro,0.90837162733078,0.9488840103149414,0.93736732006073,0.9459340572357178,0.90837162733078,0.9518982172012329,0.936489999294281
512,0.03125,10,25,0.4,0.12,normal_distro,0.2712702751159668,0.9412548542022705,0.4994894564151764,0.7560840845108032,0.2712702751159668,0.3156416118144989,0.942993700504303
512,0.03125,10,25,0.4,0.24,noiseless_ideal,0.9446512460708618,0.9517302513122559,0.9510235786437988,0.9446512460708618,0.9527059197425842,0.9511154890060425,0.9584820866584778
512,0.03125,10,25,0.4,0.24,uniform_distro,0.8876675367355347,0.8876675367355347,0.9476732015609741,0.9557502865791321,0.9435434341430664,0.9501657485961914,0.9484455585479736
512,0.03125,10,25,0.4,0.24,normal_distro,0.30290165543556213,0.9408178329467773,0.937868595123291,0.7821304202079773,0.3083415925502777,0.30290165543556213,0.9444361925125122
512,0.03125,10,25,0.8,0.06,noiseless_ideal,0.942557156085968,0.9496360421180725,0.9478167295455933,0.942557156085968,0.9531942009925842,0.9542024731636047,0.9519021511077881
512,0.03125,10,25,0.8,0.06,uniform_distro,0.6988949775695801,0.6988949775695801,0.9615788459777832,0.9407380819320679,0.9302607774734497,0.9403479099273682,0.9394757151603699
512,0.03125,10,25,0.8,0.06,normal_distro,-0.02242017537355423,0.9365466833114624,0.6616024374961853,-0.02242017537355423,0.2006874978542328,0.3030756413936615,0.9389262199401855
512,0.03125,10,25,0.8,0.12,noiseless_ideal,0.9437540769577026,0.9532065391540527,0.951569676399231,0.9437540769577026,0.9556474685668945,0.9552556276321411,0.9550425410270691
512,0.03125,10,25,0.8,0.12,uniform_distro,0.9287838339805603,0.9402952790260315,0.9287838339805603,0.944986879825592,0.9417992830276489,0.9453380703926086,0.9502609968185425
512,0.03125,10,25,0.8,0.12,normal_distro,0.2836705148220062,0.9348182678222656,0.9042261838912964,0.4730098843574524,0.2836705148220062,0.6836520433425903,0.9417434930801392
512,0.03125,10,25,0.8,0.24,noiseless_ideal,0.9433873891830444,0.9484243988990784,0.952272891998291,0.9433873891830444,0.953933596611023,0.9492005109786987,0.9589887857437134
512,0.03125,10,25,0.8,0.24,uniform_distro,0.9323590397834778,0.9400386810302734,0.9337198734283447,0.9413707852363586,0.9323590397834778,0.9520268440246582,0.943942666053772
512,0.03125,10,25,0.8,0.24,normal_distro,0.2521606385707855,0.9433882832527161,0.49127650260925293,0.625163197517395,0.2521606385707855,0.2637614607810974,0.9421032667160034
512,0.03125,20,6,0.2,0.06,noiseless_ideal,0.9451870322227478,0.9510530829429626,0.9504436254501343,0.9451870322227478,0.9547384977340698,0.9532973766326904,0.9570189118385315
512,0.03125,20,6,0.2,0.06,uniform_distro,0.777315080165863,0.8333850502967834,0.9079583883285522,0.9015220999717712,0.777315080165863,0.8835885524749756,0.918788731098175
512,0.03125,20,6,0.2,0.06,normal_distro,-0.2721826434135437,0.942450225353241,0.3651333153247833,-0.2721826434135437,0.0694049671292305,0.27096158266067505,0.9345971345901489
512,0.03125,20,6,0.2,0.12,noiseless_ideal,0.9454176425933838,0.9491109251976013,0.9506561756134033,0.9454176425933838,0.9550990462303162,0.9513506889343262,0.9584817290306091
512,0.03125,20,6,0.2,0.12,uniform_distro,0.8112349510192871,0.8658058643341064,0.8860721588134766,0.9385083317756653,0.9207991361618042,0.8112349510192871,0.917915940284729
512,0.03125,20,6,0.2,0.12,normal_distro,-0.18175603449344635,0.9334998726844788,0.5873678922653198,-0.18175603449344635,0.0909433662891388,0.2771523594856262,0.9345698952674866
512,0.03125,20,6,0.2,0.24,noiseless_ideal,0.9442028403282166,0.9481414556503296,0.9480699896812439,0.9442028403282166,0.9559887647628784,0.951242208480835,0.957306444644928
512,0.03125,20,6,0.2,0.24,uniform_distro,0.732518196105957,0.9343560934066772,0.7917426228523254,0.732518196105957,0.9439685940742493,0.8481796979904175,0.8101533055305481
512,0.03125,20,6,0.2,0.24,normal_distro,-0.2048257291316986,0.9332349896430969,0.4230583906173706,-0.2048257291316986,0.0843048244714737,0.2900052070617676,0.9224682450294495
512,0.03125,20,6,0.4,0.06,noiseless_ideal,0.9404433965682983,0.9508717060089111,0.949528694152832,0.9404433965682983,0.9540295600891113,0.9511335492134094,0.9598463773727417
512,0.03125,20,6,0.4,0.06,uniform_distro,0.8159239888191223,0.856881856918335,0.8159239888191223,0.842259407043457,0.8625189661979675,0.9443155527114868,0.9220746755599976
512,0.03125,20,6,0.4,0.06,normal_distro,-0.28368157148361206,0.9318807125091553,0.3904195725917816,-0.28368157148361206,0.07883735001087189,0.2645048201084137,0.9165750741958618
512,0.03125,20,6,0.4,0.12,noiseless_ideal,0.9450557231903076,0.9450557231903076,0.9523237347602844,0.9501110315322876,0.9522594809532166,0.9515426158905029,0.9566341042518616
512,0.03125,20,6,0.4,0.12,uniform_distro,0.7521743178367615,0.7521743178367615,0.8128787875175476,0.8775140047073364,0.867789089679718,0.9321592450141907,0.9466708898544312
512,0.03125,20,6,0.4,0.12,normal_distro,0.08457107096910477,0.9355988502502441,0.5073196887969971,0.22575244307518005,0.08457107096910477,0.26865154504776,0.9353402853012085
512,0.03125,20,6,0.4,0.24,noiseless_ideal,0.9397538304328918,0.9468849897384644,0.9537754058837891,0.9397538304328918,0.9539012908935547,0.9513741731643677,0.9589585065841675
512,0.03125,20,6,0.4,0.24,uniform_distro,0.606273889541626,0.9038978815078735,0.9066559076309204,0.9348629713058472,0.8051117062568665,0.606273889541626,0.6146995425224304
512,0.03125,20,6,0.4,0.24,normal_distro,-0.13365578651428223,0.9326671361923218,0.4981621503829956,-0.13365578651428223,0.11694050580263138,0.28583645820617676,0.928998589515686
512,0.03125,20,6,0.8,0.06,noiseless_ideal,0.9423402547836304,0.9486520290374756,0.9491085410118103,0.9423402547836304,0.9512088298797607,0.9527723789215088,0.9584063291549683
512,0.03125,20,6,0.8,0.06,uniform_distro,0.8369545936584473,0.8369545936584473,0.9545774459838867,0.9148014783859253,0.9306824207305908,0.9077976942062378,0.8558907508850098
512,0.03125,20,6,0.8,0.06,normal_distro,-0.05326834321022034,0.9382714033126831,0.4611828625202179,-0.05326834321022034,0.09720772504806519,0.32395124435424805,0.924871563911438
512,0.03125,20,6,0.8,0.12,noiseless_ideal,0.9435396194458008,0.9513632655143738,0.9503718018531799,0.9435396194458008,0.9555031657218933,0.95341956615448,0.9567537903785706
512,0.03125,20,6,0.8,0.12,uniform_distro,0.8177762627601624,0.9149447679519653,0.8321835994720459,0.9267094135284424,0.8574073314666748,0.8177762627601624,0.9178988933563232
512,0.03125,20,6,0.8,0.12,normal_distro,-0.2619549334049225,0.9392102956771851,0.3607696294784546,-0.2619549334049225,0.08448860049247742,0.26112911105155945,0.9398894906044006
512,0.03125,20,6,0.8,0.24,noiseless_ideal,0.9482663869857788,0.9519617557525635,0.949984073638916,0.9482663869857788,0.9502278566360474,0.9537549018859863,0.9573034048080444
512,0.03125,20,6,0.8,0.24,uniform_distro,0.7272335290908813,0.9376420974731445,0.913709819316864,0.9484710693359375,0.9187211990356445,0.760532021522522,0.7272335290908813
512,0.03125,20,6,0.8,0.24,normal_distro,-0.23719817399978638,0.933484673500061,0.5835785865783691,-0.23719817399978638,0.12071605771780014,0.2772827744483948,0.9282193779945374
512,0.03125,20,13,0.2,0.06,noiseless_ideal,0.9417961835861206,0.9485058188438416,0.9493954181671143,0.9417961835861206,0.9524538516998291,0.9521474838256836,0.9587976336479187
512,0.03125,20,13,0.2,0.06,uniform_distro,0.9359248876571655,0.9359248876571655,0.9492011666297913,0.9391956329345703,0.9440451264381409,0.952346682548523,0.9615996479988098
512,0.03125,20,13,0.2,0.06,normal_distro,0.22791124880313873,0.9430698752403259,0.39215099811553955,0.48333805799484253,0.22791124880313873,0.3070046007633209,0.9357019066810608
512,0.03125,20,13,0.2,0.12,noiseless_ideal,0.943911612033844,0.9492365121841431,0.9499309062957764,0.943911612033844,0.9550022482872009,0.9526224136352539,0.9592803716659546
512,0.03125,20,13,0.2,0.12,uniform_distro,0.916231632232666,0.9601365923881531,0.9514554738998413,0.9539209604263306,0.9425733685493469,0.9535030126571655,0.916231632232666
512,0.03125,20,13,0.2,0.12,normal_distro,0.15427568554878235,0.9376920461654663,0.4780205488204956,0.15427568554878235,0.2621850073337555,0.3162996172904968,0.9431273937225342
512,0.03125,20,13,0.2,0.24,noiseless_ideal,0.942861795425415,0.9499342441558838,0.9524596929550171,0.942861795425415,0.9525790810585022,0.9523378610610962,0.956999659538269
512,0.03125,20,13,0.2,0.24,uniform_distro,0.8815470337867737,0.9391531348228455,0.9433772563934326,0.8815470337867737,0.8884524703025818,0.9613457918167114,0.9510248899459839
512,0.03125,20,13,0.2,0.24,normal_distro,0.1605701893568039,0.9429248571395874,0.6689982414245605,0.1605701893568039,0.2574998736381531,0.2592809200286865,0.9437112808227539
512,0.03125,20,13,0.4,0.06,noiseless_ideal,0.9466025829315186,0.9491751790046692,0.9513429403305054,0.9466025829315186,0.9518646001815796,0.9529700875282288,0.955535888671875
512,0.03125,20,13,0.4,0.06,uniform_distro,0.8738473057746887,0.9179328680038452,0.948054313659668,0.9396408796310425,0.9411165118217468,0.8738473057746887,0.9594497680664062
512,0.03125,20,13,0.4,0.06,normal_distro,0.14433477818965912,0.9362765550613403,0.5491136312484741,0.4908868372440338,0.14433477818965912,0.2830541133880615,0.9409552812576294
512,0.03125,20,13,0.4,0.12,noiseless_ideal,0.9445428252220154,0.9473156929016113,0.9503484964370728,0.9445428252220154,0.9511125087738037,0.9541175961494446,0.9600130319595337
512,0.03125,20,13,0.4,0.12,uniform_distro,0.9308392405509949,0.947776734828949,0.9308392405509949,0.9529123306274414,0.9401998519897461,0.9524250030517578,0.9444431066513062
512,0.03125,20,13,0.4,0.12,normal_distro,0.20256651937961578,0.9393066763877869,0.5038130283355713,0.20256651937961578,0.2688159942626953,0.30657637119293213,0.9349515438079834
512,0.03125,20,13,0.4,0.24,noiseless_ideal,0.9453877806663513,0.9493629336357117,0.9514881372451782,0.9453877806663513,0.9534688591957092,0.9528111815452576,0.9589333534240723
512,0.03125,20,13,0.4,0.24,uniform_distro,0.9281690120697021,0.9456665515899658,0.930741548538208,0.946967601776123,0.9281690120697021,0.9360865354537964,0.9435455203056335
512,0.03125,20,13,0.4,0.24,normal_distro,0.03836767375469208,0.9437786340713501,0.3600611686706543,0.03836767375469208,0.23679564893245697,0.4055052399635315,0.9381809234619141
512,0.03125,20,13,0.8,0.06,noiseless_ideal,0.9460650682449341,0.9513438940048218,0.9515283107757568,0.9460650682449341,0.9524624347686768,0.9527852535247803,0.9588236808776855
512,0.03125,20,13,0.8,0.06,uniform_distro,0.9332126379013062,0.9524916410446167,0.9332126379013062,0.949889063835144,0.9448196887969971,0.9503309726715088,0.9455513954162598
512,0.03125,20,13,0.8,0.06,normal_distro,0.033335089683532715,0.9394235014915466,0.44318509101867676,0.033335089683532715,0.27438491582870483,0.34359294176101685,0.9397072196006775
512,0.03125,20,13,0.8,0.12,noiseless_ideal,0.9439815282821655,0.9508348107337952,0.951884388923645,0.9439815282821655,0.9535424709320068,0.9534730315208435,0.9601625800132751
512,0.03125,20,13,0.8,0.12,uniform_distro,0.9107275009155273,0.9107275009155273,0.9524167776107788,0.9395465850830078,0.9420287013053894,0.95215904712677,0.9506558179855347
512,0.03125,20,13,0.8,0.12,normal_distro,0.24345451593399048,0.9381169080734253,0.7247105240821838,0.42055827379226685,0.24345451593399048,0.3715018332004547,0.9434410333633423
512,0.03125,20,13,0.8,0.24,noiseless_ideal,0.9439759254455566,0.951450765132904,0.9535239338874817,0.9439759254455566,0.9532397389411926,0.9550902843475342,0.9601541757583618
512,0.03125,20,13,0.8,0.24,uniform_distro,0.9383227825164795,0.9488904476165771,0.9522126913070679,0.9486919641494751,0.9421384334564209,0.9383227825164795,0.9402564167976379
512,0.03125,20,13,0.8,0.24,normal_distro,0.06082046031951904,0.9386714696884155,0.6917717456817627,0.06082046031951904,0.16498889029026031,0.3066013753414154,0.9390291571617126
512,0.03125,20,25,0.2,0.06,noiseless_ideal,0.9450107216835022,0.9515285491943359,0.9531866312026978,0.9450107216835022,0.9528272747993469,0.9547201991081238,0.9593454599380493
512,0.03125,20,25,0.2,0.06,uniform_distro,0.943229615688324,0.948167085647583,0.9445651769638062,0.943229615688324,0.9470682144165039,0.946143627166748,0.9572223424911499
512,0.03125,20,25,0.2,0.06,normal_distro,0.2651432752609253,0.9434640407562256,0.5642520189285278,0.833431601524353,0.2651432752609253,0.41512611508369446,0.9435299038887024
512,0.03125,20,25,0.2,0.12,noiseless_ideal,0.9462485313415527,0.9515800476074219,0.9531830549240112,0.9462485313415527,0.9502230286598206,0.95454341173172,0.958076536655426
512,0.03125,20,25,0.2,0.12,uniform_distro,0.9450861811637878,0.9452894926071167,0.948398232460022,0.9450861811637878,0.9494791030883789,0.9603495597839355,0.9525717496871948
512,0.03125,20,25,0.2,0.12,normal_distro,0.26561105251312256,0.940415620803833,0.5987775921821594,0.7321817874908447,0.26561105251312256,0.4107966721057892,0.9448671936988831
512,0.03125,20,25,0.2,0.24,noiseless_ideal,0.9448378086090088,0.948279082775116,0.9536283016204834,0.9448378086090088,0.9524661302566528,0.9532985687255859,0.9574885368347168
512,0.03125,20,25,0.2,0.24,uniform_distro,0.9427087306976318,0.9498032331466675,0.9472780227661133,0.9530118703842163,0.9427087306976318,0.9570645093917847,0.9522848129272461
512,0.03125,20,25,0.2,0.24,normal_distro,0.27317577600479126,0.9457038640975952,0.8843967914581299,0.8752782940864563,0.27317577600479126,0.43155014514923096,0.9412921667098999
512,0.03125,20,25,0.4,0.06,noiseless_ideal,0.9442788362503052,0.9508495926856995,0.9507759809494019,0.9442788362503052,0.9505125880241394,0.9515724182128906,0.9593970775604248
512,0.03125,20,25,0.4,0.06,uniform_distro,0.9437662959098816,0.9503059387207031,0.9464256763458252,0.9437662959098816,0.9454450607299805,0.9567107558250427,0.9540150165557861
512,0.03125,20,25,0.4,0.06,normal_distro,0.2551387846469879,0.9450105428695679,0.6850106716156006,0.6883640885353088,0.2551387846469879,0.49090391397476196,0.9417797923088074
512,0.03125,20,25,0.4,0.12,noiseless_ideal,0.9455820322036743,0.94906085729599,0.9508964419364929,0.9455820322036743,0.9543802738189697,0.9566724300384521,0.9579379558563232
512,0.03125,20,25,0.4,0.12,uniform_distro,0.9369142055511475,0.9497646689414978,0.9369142055511475,0.9490146636962891,0.9452106356620789,0.9459725618362427,0.9541151523590088
512,0.03125,20,25,0.4,0.12,normal_distro,0.2511756122112274,0.9419258236885071,0.9019380211830139,0.8662827014923096,0.2511756122112274,0.4645457863807678,0.9430027008056641
512,0.03125,20,25,0.4,0.24,noiseless_ideal,0.9472545385360718,0.9504497647285461,0.9518170356750488,0.9472545385360718,0.954362154006958,0.9536643624305725,0.958797812461853
512,0.03125,20,25,0.4,0.24,uniform_distro,0.9344759583473206,0.9400264024734497,0.9344759583473206,0.9510155320167542,0.9458811283111572,0.9441877603530884,0.9384182095527649
512,0.03125,20,25,0.4,0.24,normal_distro,0.3173234760761261,0.9443711638450623,0.5269967317581177,0.9246907234191895,0.3173234760761261,0.3608114719390869,0.9424182176589966
512,0.03125,20,25,0.8,0.06,noiseless_ideal,0.9488165378570557,0.9488165378570557,0.9498300552368164,0.9517849087715149,0.9528356790542603,0.9524653553962708,0.9597741365432739
