Sequence Length,Num Iters,Std,Init Sol Type,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
8,250,0.03125,noiseless_ideal,0.9919766783714294,0.994117021560669,0.997260332107544,0.9974861145019531,0.9984627962112427,0.9919766783714294,0.9941753149032593
8,1000,0.25,noiseless_ideal,0.9919546246528625,0.9946198463439941,0.9971978068351746,0.9974520802497864,0.99851393699646,0.9919546246528625,0.9941477179527283
8,250,0.125,noiseless_ideal,0.9919377565383911,0.9978970885276794,0.9972442984580994,0.9974414110183716,0.998444139957428,0.9919377565383911,0.9941586256027222
64,250,0.03125,uniform_distro,0.9919376373291016,0.9919376373291016,0.995323657989502,0.9956778287887573,0.9944731593132019,0.9954352378845215,0.9968323707580566
4,1000,0.03125,normal_distro,0.9918286204338074,0.9969198703765869,0.9986549615859985,0.9971234798431396,0.9918286204338074,0.992875337600708,0.9976458549499512
64,500,0.0625,normal_distro,0.9915273785591125,0.9915273785591125,0.9929907321929932,0.992259681224823,0.9922776818275452,0.9921267032623291,0.9940945506095886
64,500,0.03125,normal_distro,0.9915140271186829,0.9935123920440674,0.9946335554122925,0.9944610595703125,0.992607593536377,0.9915140271186829,0.9940552711486816
8,1000,0.125,noiseless_ideal,0.9914511442184448,0.9914511442184448,0.9972171783447266,0.9974809885025024,0.9984632730484009,0.9919226169586182,0.9942241907119751
64,1000,0.03125,normal_distro,0.9913859367370605,0.9940394163131714,0.9934862852096558,0.9935418367385864,0.9913859367370605,0.9916399717330933,0.9935804605484009
8,125,0.25,noiseless_ideal,0.9913090467453003,0.9913090467453003,0.9972460269927979,0.9974524974822998,0.9984734654426575,0.992011308670044,0.9941649436950684
8,125,0.125,noiseless_ideal,0.9912856817245483,0.9912856817245483,0.9972692131996155,0.997459352016449,0.998485267162323,0.9919708967208862,0.9941878318786621
8,500,0.125,noiseless_ideal,0.9912713170051575,0.9912713170051575,0.997255802154541,0.9974827170372009,0.998449981212616,0.995220422744751,0.9942068457603455
8,250,0.0625,noiseless_ideal,0.9912708401679993,0.9912708401679993,0.9978823661804199,0.9974918365478516,0.9984871745109558,0.9919281601905823,0.9941307306289673
8,500,0.25,noiseless_ideal,0.991268515586853,0.991268515586853,0.9972745180130005,0.9974969029426575,0.9984734058380127,0.9920133352279663,0.9941026568412781
8,125,0.0625,noiseless_ideal,0.9912416934967041,0.9912416934967041,0.9971988201141357,0.9973742961883545,0.9984866976737976,0.9930533766746521,0.9940897226333618
8,250,0.25,noiseless_ideal,0.9912372827529907,0.9912372827529907,0.997282862663269,0.9975259304046631,0.9984902739524841,0.9920183420181274,0.9941962957382202
32,1000,0.0625,normal_distro,0.9911656975746155,0.9958860278129578,0.9911656975746155,0.9953198432922363,0.9956047534942627,0.9928134083747864,0.9942177534103394
4,500,0.25,noiseless_ideal,0.9907605051994324,0.9944568872451782,0.9977535009384155,0.9964864253997803,0.9934052228927612,0.9907605051994324,0.9947534799575806
16,500,0.0625,noiseless_ideal,0.9907537698745728,0.9970144033432007,0.9973454475402832,0.996674656867981,0.9953346848487854,0.9907537698745728,0.9936100244522095
64,1000,0.0625,normal_distro,0.9906293153762817,0.9906293153762817,0.9927173256874084,0.9911618232727051,0.9920046329498291,0.9911351203918457,0.9932460784912109
32,250,0.03125,uniform_distro,0.990452766418457,0.990452766418457,0.9986475706100464,0.9989938139915466,0.9979347586631775,0.990673303604126,0.9961458444595337
8,500,0.03125,normal_distro,0.9904189705848694,0.9960371255874634,0.9904189705848694,0.9955969452857971,0.9948725700378418,0.994376540184021,0.9958510994911194
4,500,0.03125,normal_distro,0.9903824329376221,0.9916192889213562,0.9903824329376221,0.9948883056640625,0.9943661093711853,0.9973293542861938,0.9990387558937073
16,500,0.25,noiseless_ideal,0.9902165532112122,0.9969883561134338,0.997349739074707,0.9967644214630127,0.9956003427505493,0.9902165532112122,0.9932501316070557
128,500,0.03125,uniform_distro,0.9899461269378662,0.9907259941101074,0.9899461269378662,0.9916789531707764,0.9930939078330994,0.9943385124206543,0.9922637343406677
16,500,0.125,noiseless_ideal,0.9898344874382019,0.996963620185852,0.9973211288452148,0.9966542720794678,0.9954709410667419,0.9898344874382019,0.9933668375015259
16,1000,0.0625,uniform_distro,0.9897454977035522,0.9943371415138245,0.9967860579490662,0.9961549043655396,0.9897454977035522,0.993686318397522,0.9923186898231506
8,500,0.0625,uniform_distro,0.9887575507164001,0.9963934421539307,0.9966224431991577,0.9921140670776367,0.9902533888816833,0.9887575507164001,0.9955248832702637
16,250,0.03125,noiseless_ideal,0.9887114763259888,0.9969724416732788,0.9974474906921387,0.996649444103241,0.9939329028129578,0.9887114763259888,0.996845006942749
16,500,0.0625,uniform_distro,0.9886420965194702,0.9950445294380188,0.9886420965194702,0.990652322769165,0.9937598705291748,0.9967396855354309,0.991054892539978
16,500,0.03125,normal_distro,0.9886037111282349,0.9950518012046814,0.989707887172699,0.9933975338935852,0.9927194118499756,0.9886037111282349,0.9974576234817505
16,125,0.03125,uniform_distro,0.9881541728973389,0.9925692081451416,0.9881541728973389,0.9935511946678162,0.9933364987373352,0.9952340126037598,0.9948498010635376
32,500,0.0625,uniform_distro,0.9880783557891846,0.9963524341583252,0.9924007654190063,0.9986693263053894,0.9959898591041565,0.9941120743751526,0.9880783557891846
128,500,0.0625,uniform_distro,0.9877141714096069,0.9884233474731445,0.9879040718078613,0.989387035369873,0.9899086952209473,0.9877141714096069,0.9888308644294739
16,500,0.03125,uniform_distro,0.9875353574752808,0.9946961402893066,0.9983570575714111,0.9959300756454468,0.9875353574752808,0.9970670342445374,0.9949865341186523
32,250,0.03125,normal_distro,0.9873197078704834,0.9957797527313232,0.9873197078704834,0.9930882453918457,0.9945564866065979,0.9955030679702759,0.9935202598571777
64,250,0.03125,normal_distro,0.9872236251831055,0.9923082590103149,0.9912798404693604,0.9931597709655762,0.9889217615127563,0.9872236251831055,0.9928033947944641
4,250,0.03125,uniform_distro,0.9871817827224731,0.9978642463684082,0.9955139756202698,0.9871817827224731,0.9916393756866455,0.9957315921783447,0.9971718788146973
32,250,0.0625,uniform_distro,0.9869506359100342,0.9869506359100342,0.9971569776535034,0.9980895519256592,0.989067554473877,0.9982631206512451,0.9917981028556824
32,1000,0.0625,uniform_distro,0.9869164228439331,0.9962437152862549,0.9951886534690857,0.996213436126709,0.9925503730773926,0.9869164228439331,0.9948013424873352
64,125,0.03125,normal_distro,0.986720621585846,0.9888733625411987,0.9921155571937561,0.9908061623573303,0.986720621585846,0.9945491552352905,0.992559552192688
128,1000,0.03125,normal_distro,0.9866580963134766,0.987130880355835,0.9885634183883667,0.9866580963134766,0.9873196482658386,0.9875092506408691,0.9871253967285156
128,1000,0.0625,uniform_distro,0.986444354057312,0.9908432960510254,0.9875889420509338,0.987567663192749,0.986444354057312,0.9873043298721313,0.9866233468055725
8,250,0.0625,uniform_distro,0.9863791465759277,0.9863791465759277,0.9947552680969238,0.9959630370140076,0.9945626258850098,0.9912854433059692,0.9962408542633057
8,250,0.03125,uniform_distro,0.9862149953842163,0.9862149953842163,0.9877550601959229,0.9988519549369812,0.9922935366630554,0.9935586452484131,0.9940050840377808
4,125,0.03125,noiseless_ideal,0.9857568740844727,0.99448561668396,0.9977558851242065,0.996411144733429,0.9935252070426941,0.9857568740844727,0.9946854114532471
32,500,0.0625,normal_distro,0.9857534170150757,0.9899656176567078,0.9931838512420654,0.9957470893859863,0.9941263198852539,0.9857534170150757,0.9953197240829468
4,250,0.25,noiseless_ideal,0.9856764078140259,0.994379460811615,0.9977368712425232,0.9964773654937744,0.9933391809463501,0.9856764078140259,0.994718611240387
4,250,0.03125,normal_distro,0.9852569103240967,0.9922731518745422,0.9985666275024414,0.9875993132591248,0.9949365258216858,0.991888165473938,0.9852569103240967
16,250,0.0625,noiseless_ideal,0.9850844144821167,0.9959060549736023,0.9975497126579285,0.9967514872550964,0.99566650390625,0.9850844144821167,0.9934685230255127
128,1000,0.0625,normal_distro,0.9849914312362671,0.987878680229187,0.9849914312362671,0.9851585030555725,0.9901899695396423,0.9856876730918884,0.9899800419807434
4,500,0.0625,noiseless_ideal,0.9845204949378967,0.9943963289260864,0.9977271556854248,0.9964775443077087,0.9934742450714111,0.9845204949378967,0.9947994947433472
128,500,0.03125,normal_distro,0.9845010638237,0.9868988990783691,0.9860916137695312,0.9879591464996338,0.9845010638237,0.987733006477356,0.9885592460632324
4,125,0.125,noiseless_ideal,0.9844943284988403,0.9944360852241516,0.9977060556411743,0.9965176582336426,0.9933624863624573,0.9844943284988403,0.9947350025177002
4,125,0.25,noiseless_ideal,0.9844626188278198,0.9944506883621216,0.9977456331253052,0.9963854551315308,0.9931775331497192,0.9844626188278198,0.9948838949203491
4,250,0.125,noiseless_ideal,0.9844493865966797,0.9944663047790527,0.9977715611457825,0.9965479373931885,0.9931585788726807,0.9844493865966797,0.9946234822273254
4,1000,0.25,noiseless_ideal,0.9844156503677368,0.9966285228729248,0.9977602958679199,0.9965413212776184,0.9931864738464355,0.9844156503677368,0.9964001774787903
4,125,0.0625,noiseless_ideal,0.9843498468399048,0.9947275519371033,0.9977344870567322,0.9964683651924133,0.9933351278305054,0.9843498468399048,0.9947572946548462
4,1000,0.125,noiseless_ideal,0.984321117401123,0.9943536520004272,0.9977325201034546,0.9995214939117432,0.9933601021766663,0.984321117401123,0.9947537779808044
4,500,0.125,noiseless_ideal,0.9843050837516785,0.9944638609886169,0.9977432489395142,0.9964441061019897,0.9934496879577637,0.9843050837516785,0.9948489665985107
4,250,0.0625,noiseless_ideal,0.9842901825904846,0.9980841875076294,0.9976891875267029,0.9964640140533447,0.9933119416236877,0.9842901825904846,0.9948229789733887
128,250,0.0625,uniform_distro,0.9840269088745117,0.9884293079376221,0.9913895130157471,0.9879148006439209,0.9892066717147827,0.9840269088745117,0.9930953979492188
32,125,0.03125,normal_distro,0.9838305711746216,0.9838305711746216,0.9935947060585022,0.996283769607544,0.9933638572692871,0.9851791858673096,0.9956811666488647
128,250,0.03125,uniform_distro,0.9837846755981445,0.9918922185897827,0.9902994632720947,0.990556001663208,0.989129900932312,0.9929938316345215,0.9837846755981445
16,250,0.03125,normal_distro,0.9837214350700378,0.9964029788970947,0.9962877035140991,0.9972901940345764,0.991631269454956,0.994000256061554,0.9837214350700378
16,125,0.03125,normal_distro,0.9837053418159485,0.9885798692703247,0.9837053418159485,0.9944632649421692,0.9880402088165283,0.995857834815979,0.9956151247024536
128,125,0.0625,uniform_distro,0.9835977554321289,0.9902991652488708,0.9866414666175842,0.9844231009483337,0.9835977554321289,0.9894394874572754,0.9853280782699585
64,250,0.0625,normal_distro,0.9832265377044678,0.9921207427978516,0.9910610914230347,0.9910083413124084,0.9832265377044678,0.9845081567764282,0.9885507225990295
64,250,0.0625,uniform_distro,0.9831788539886475,0.99149489402771,0.9968605041503906,0.9933021664619446,0.9960995316505432,0.9894979000091553,0.9831788539886475
128,1000,0.125,uniform_distro,0.9822068214416504,0.9873761534690857,0.9844646453857422,0.9873752593994141,0.9822068214416504,0.9878219366073608,0.9875918626785278
128,500,0.0625,normal_distro,0.9818485975265503,0.9860000610351562,0.9818485975265503,0.9851897358894348,0.9887945652008057,0.9872399568557739,0.986871600151062
16,500,0.0625,normal_distro,0.9818464517593384,0.992516279220581,0.9818464517593384,0.9832773208618164,0.9896265864372253,0.9951236844062805,0.983200192451477
16,125,0.25,noiseless_ideal,0.9816740155220032,0.9969398975372314,0.9972646832466125,0.9967005252838135,0.9954227805137634,0.9816740155220032,0.9936615824699402
16,1000,0.25,noiseless_ideal,0.9816394448280334,0.9969566464424133,0.9974195957183838,0.9967999458312988,0.9953551888465881,0.9816394448280334,0.9935044646263123
16,125,0.125,noiseless_ideal,0.9816086292266846,0.9970699548721313,0.9973824620246887,0.9967939257621765,0.9955617785453796,0.9816086292266846,0.9937303066253662
16,125,0.0625,noiseless_ideal,0.9814630746841431,0.9970518350601196,0.9974443316459656,0.9966462850570679,0.9956416487693787,0.9814630746841431,0.9936421513557434
128,500,0.03125,noiseless_ideal,0.9814602136611938,0.9905291795730591,0.9814602136611938,0.9920251369476318,0.9927065372467041,0.9842255711555481,0.9900181889533997
128,500,0.0625,noiseless_ideal,0.9814576506614685,0.9901840686798096,0.9814576506614685,0.9900857210159302,0.9915986061096191,0.9823930859565735,0.9891247153282166
16,250,0.125,noiseless_ideal,0.9814043641090393,0.9970223903656006,0.9974508285522461,0.996739387512207,0.9954142570495605,0.9814043641090393,0.9935223460197449
8,500,0.0625,normal_distro,0.9813889265060425,0.9897420406341553,0.9903263449668884,0.9980286359786987,0.9813889265060425,0.9870924353599548,0.9943411350250244
64,125,0.0625,uniform_distro,0.9813733696937561,0.9846148490905762,0.9813733696937561,0.9896194934844971,0.994673490524292,0.9938714504241943,0.9906214475631714
16,250,0.25,noiseless_ideal,0.9812899231910706,0.9970709681510925,0.9974011778831482,0.9967145323753357,0.9954646229743958,0.9812899231910706,0.9935992956161499
128,1000,0.03125,noiseless_ideal,0.9812196493148804,0.9913983941078186,0.9812196493148804,0.99204421043396,0.9921514391899109,0.9849562644958496,0.9899590015411377
128,125,0.03125,noiseless_ideal,0.9812192916870117,0.9913330078125,0.9812192916870117,0.991418182849884,0.9925065040588379,0.9838210344314575,0.9897980690002441
128,250,0.0625,normal_distro,0.9811813831329346,0.9848313927650452,0.9868677258491516,0.9885396957397461,0.9811813831329346,0.9819942712783813,0.9860325455665588
128,250,0.03125,noiseless_ideal,0.9811704158782959,0.9917703866958618,0.9811704158782959,0.9902920126914978,0.9915320873260498,0.9827237129211426,0.989224910736084
128,125,0.25,noiseless_ideal,0.9811325073242188,0.9896168112754822,0.9811325073242188,0.9901348948478699,0.9917722940444946,0.982845664024353,0.9896991848945618
128,1000,0.0625,noiseless_ideal,0.9808951616287231,0.9889571666717529,0.9808951616287231,0.9907750487327576,0.9912669658660889,0.9847763180732727,0.9892404079437256
128,1000,0.25,noiseless_ideal,0.980870246887207,0.9897375106811523,0.980870246887207,0.9903318881988525,0.9919367432594299,0.9823794960975647,0.9893139600753784
128,500,0.25,noiseless_ideal,0.980728030204773,0.9895333647727966,0.980728030204773,0.9903117418289185,0.9918435215950012,0.9825819730758667,0.9893175363540649
128,250,0.125,noiseless_ideal,0.9806947708129883,0.9894327521324158,0.9806947708129883,0.9900886416435242,0.9918315410614014,0.9825391173362732,0.9895262122154236
128,1000,0.125,noiseless_ideal,0.9805921316146851,0.9893180131912231,0.9805921316146851,0.9901725649833679,0.9921517968177795,0.9824427366256714,0.9894033074378967
4,500,0.0625,normal_distro,0.980535089969635,0.9967260360717773,0.9982179403305054,0.980535089969635,0.99083411693573,0.993011474609375,0.9970683455467224
128,250,0.25,noiseless_ideal,0.9803932905197144,0.9899953603744507,0.9803932905197144,0.9903454780578613,0.9918162822723389,0.9835668206214905,0.9894973635673523
64,1000,0.125,uniform_distro,0.9803726673126221,0.9880693554878235,0.9871357083320618,0.9862867593765259,0.9912747144699097,0.9803726673126221,0.9905853271484375
128,500,0.125,noiseless_ideal,0.9802576899528503,0.9897679090499878,0.9802576899528503,0.9902821183204651,0.9920523166656494,0.9815727472305298,0.9895292520523071
128,250,0.0625,noiseless_ideal,0.9801822900772095,0.9897124767303467,0.9801822900772095,0.9898999333381653,0.9921099543571472,0.9828734397888184,0.988852858543396
128,125,0.0625,noiseless_ideal,0.9800776839256287,0.9899948239326477,0.9800776839256287,0.9903850555419922,0.9917585849761963,0.9807024002075195,0.9892784357070923
8,1000,0.0625,uniform_distro,0.9800329804420471,0.9925177693367004,0.9966563582420349,0.9980466365814209,0.9887899160385132,0.9800329804420471,0.995354175567627
128,125,0.125,noiseless_ideal,0.9798963069915771,0.9899277091026306,0.9798963069915771,0.9901229739189148,0.992132842540741,0.9818820357322693,0.9896970987319946
4,1000,0.25,uniform_distro,0.9790570735931396,0.9959365129470825,0.9846819043159485,0.9790570735931396,0.9845757484436035,0.9902564287185669,0.9881834983825684
8,125,0.03125,normal_distro,0.9787735342979431,0.9832923412322998,0.9787735342979431,0.9917244911193848,0.9909663200378418,0.9943078756332397,0.9894881248474121
128,1000,0.125,normal_distro,0.9783660769462585,0.9814397096633911,0.9831055998802185,0.9849350452423096,0.9796733856201172,0.9833113551139832,0.9783660769462585
16,1000,0.0625,normal_distro,0.9781420826911926,0.9781420826911926,0.9954714775085449,0.978248119354248,0.9933164119720459,0.9969682693481445,0.9964269399642944
256,1000,0.03125,noiseless_ideal,0.9776779413223267,0.9776779413223267,0.9839209914207458,0.979691207408905,0.9835476875305176,0.9886620044708252,0.9818219542503357
16,1000,0.25,uniform_distro,0.9776620864868164,0.9924822449684143,0.9955763220787048,0.9801229238510132,0.9906570315361023,0.9963603615760803,0.9776620864868164
8,250,0.03125,normal_distro,0.9776290059089661,0.9939132332801819,0.9971963167190552,0.984882652759552,0.9776290059089661,0.9887785911560059,0.9816244840621948
256,500,0.03125,noiseless_ideal,0.977354109287262,0.977354109287262,0.9843143820762634,0.9787008166313171,0.9827923774719238,0.986831784248352,0.981026291847229
16,250,0.0625,uniform_distro,0.9772633910179138,0.9772633910179138,0.9920921325683594,0.9800839424133301,0.9891251921653748,0.9822006821632385,0.9894333481788635
4,1000,0.125,normal_distro,0.9772584438323975,0.9906936883926392,0.9986148476600647,0.9913935661315918,0.994174599647522,0.9978671073913574,0.9772584438323975
256,1000,0.0625,noiseless_ideal,0.9771615266799927,0.9771615266799927,0.9838967323303223,0.9785065650939941,0.9808369278907776,0.9868761897087097,0.983967661857605
256,125,0.03125,noiseless_ideal,0.9770046472549438,0.9770046472549438,0.9841184616088867,0.9791676998138428,0.9811959862709045,0.9871037006378174,0.9792678356170654
