Mutation Max Amount,Mutation Rate,Crossover Rate,Elitism Rate,Sequence Length,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
0.25,0.5,0.25,0.5,256,0.9518654942512512,0.9645975232124329,0.9725725054740906,0.9619934558868408,0.9539380073547363,0.959189772605896,0.9518654942512512
0.125,0.125,0.5,0.5,256,0.9517708420753479,0.9675418138504028,0.9738161563873291,0.9702651500701904,0.9517708420753479,0.9692131280899048,0.9715697169303894
0.125,0.25,0.5,0.5,128,0.9517601132392883,0.9830708503723145,0.9896395206451416,0.9874114990234375,0.9851675033569336,0.9517601132392883,0.9863091707229614
0.5,0.125,0.5,0.5,256,0.9516186118125916,0.9769937992095947,0.9738171696662903,0.9516186118125916,0.9604473114013672,0.9683840274810791,0.9693842530250549
0.25,0.25,0.125,0.5,256,0.9513792991638184,0.9538107514381409,0.9687488079071045,0.972427248954773,0.9513792991638184,0.96244877576828,0.9698488116264343
0.25,0.25,0.25,0.125,256,0.9511822462081909,0.9698525667190552,0.9597314596176147,0.962618887424469,0.9602848291397095,0.9511822462081909,0.9678107500076294
0.25,0.5,0.125,0.25,256,0.951082706451416,0.9588958621025085,0.9601291418075562,0.951082706451416,0.9626347422599792,0.9590821266174316,0.9651479125022888
0.5,0.25,0.5,0.25,128,0.9510823488235474,0.9891321659088135,0.9799646139144897,0.9510823488235474,0.9706194400787354,0.9767518043518066,0.9782239198684692
0.5,0.5,0.5,0.25,256,0.9508283138275146,0.9685403108596802,0.974880576133728,0.9508283138275146,0.9630297422409058,0.9735737442970276,0.9656798243522644
0.25,0.25,0.5,0.5,128,0.9504213333129883,0.9839390516281128,0.9828265309333801,0.9876754283905029,0.9545884132385254,0.9504213333129883,0.9683924317359924
0.5,0.25,0.5,0.25,256,0.9499470591545105,0.9499470591545105,0.9671503305435181,0.9700561165809631,0.9515500068664551,0.9697661399841309,0.9558069705963135
0.5,0.25,0.25,0.25,128,0.9487398862838745,0.9534783959388733,0.9789851307868958,0.9487398862838745,0.9770525693893433,0.9807779788970947,0.9666191339492798
0.25,0.25,0.125,0.25,256,0.948483943939209,0.9659302234649658,0.948483943939209,0.9530403017997742,0.9568274021148682,0.9634833335876465,0.9686347246170044
0.25,0.125,0.5,0.5,128,0.9484540820121765,0.9739784598350525,0.9484540820121765,0.9611266255378723,0.9730415344238281,0.9840344190597534,0.9841710925102234
0.25,0.5,0.5,0.5,128,0.9480947852134705,0.9704784154891968,0.9661644101142883,0.9644268751144409,0.9480947852134705,0.961841881275177,0.9824999570846558
0.5,0.125,0.25,0.25,256,0.948005735874176,0.948005735874176,0.9554992318153381,0.9580140113830566,0.955248236656189,0.9499560594558716,0.9601236581802368
0.125,0.125,0.25,0.25,256,0.9478990435600281,0.9631487131118774,0.9740898013114929,0.9746848344802856,0.9478990435600281,0.9713746309280396,0.971694827079773
0.5,0.125,0.125,0.25,128,0.947605311870575,0.9622989892959595,0.9764456748962402,0.947605311870575,0.9542023539543152,0.9591816663742065,0.9691416025161743
0.5,0.5,0.125,0.25,256,0.9474533200263977,0.9727054238319397,0.9684858918190002,0.9801139831542969,0.9474533200263977,0.9627488851547241,0.9668932557106018
0.25,0.125,0.125,0.125,128,0.9473243951797485,0.9702197313308716,0.9473243951797485,0.9825093150138855,0.9740311503410339,0.9684537053108215,0.9803275465965271
0.5,0.125,0.25,0.5,128,0.9469917416572571,0.9576917290687561,0.9786176085472107,0.9539679288864136,0.9827738404273987,0.9469917416572571,0.974952757358551
0.25,0.5,0.5,0.125,256,0.9467096328735352,0.9789074659347534,0.9531357288360596,0.9467096328735352,0.9535442590713501,0.9766731262207031,0.9695183038711548
0.5,0.25,0.25,0.125,128,0.9466814994812012,0.9466814994812012,0.958320140838623,0.9710704684257507,0.9558604955673218,0.9816945195198059,0.980685293674469
0.25,0.25,0.25,0.5,256,0.945592999458313,0.9692232012748718,0.951059103012085,0.945592999458313,0.9623422026634216,0.9576040506362915,0.9702901840209961
0.25,0.25,0.5,0.5,256,0.9454154968261719,0.9714086651802063,0.9454154968261719,0.9744411706924438,0.9652625322341919,0.9492733478546143,0.9789348840713501
0.125,0.125,0.125,0.125,128,0.9453855156898499,0.9811795949935913,0.9809445738792419,0.9453855156898499,0.9829273223876953,0.9643161296844482,0.9813255071640015
0.25,0.125,0.5,0.125,256,0.944519579410553,0.9733436107635498,0.944519579410553,0.9682683944702148,0.971805214881897,0.9619393348693848,0.9672995805740356
0.5,0.25,0.5,0.5,256,0.9445035457611084,0.9445035457611084,0.9772248268127441,0.9539188146591187,0.9557592868804932,0.9614952802658081,0.9715476036071777
0.5,0.25,0.5,0.125,128,0.9443901777267456,0.9489892721176147,0.9454942941665649,0.9443901777267456,0.9671146869659424,0.9812822937965393,0.9659956097602844
0.5,0.125,0.5,0.125,256,0.9441777467727661,0.9708449840545654,0.957690954208374,0.9580518007278442,0.9540976881980896,0.9441777467727661,0.9480070471763611
0.5,0.25,0.125,0.5,256,0.943973958492279,0.9475098252296448,0.9566500186920166,0.9582533836364746,0.943973958492279,0.970482349395752,0.9589747786521912
0.5,0.25,0.125,0.125,128,0.9425671696662903,0.9699750542640686,0.9683380722999573,0.981138288974762,0.9757473468780518,0.9425671696662903,0.9571964740753174
0.125,0.125,0.25,0.5,256,0.9423323273658752,0.9685570001602173,0.9703642725944519,0.9688980579376221,0.9423323273658752,0.9743725061416626,0.9732595682144165
0.5,0.25,0.25,0.5,256,0.9413672685623169,0.9678522944450378,0.9830296039581299,0.9445419907569885,0.9413672685623169,0.9545533657073975,0.9656932353973389
0.25,0.5,0.125,0.125,256,0.9406543374061584,0.9599982500076294,0.969159722328186,0.9406543374061584,0.9626930952072144,0.9633703827857971,0.9639240503311157
0.25,0.125,0.125,0.5,256,0.9400526285171509,0.974432110786438,0.9743987321853638,0.9724198579788208,0.9400526285171509,0.9649839401245117,0.9639226794242859
0.5,0.5,0.125,0.125,128,0.93970787525177,0.9572279453277588,0.970346987247467,0.93970787525177,0.9439878463745117,0.9695090055465698,0.9720780849456787
0.5,0.5,0.5,0.25,128,0.9393355846405029,0.9732502698898315,0.9442680478096008,0.9393355846405029,0.9574880003929138,0.9472833275794983,0.9791970252990723
0.5,0.5,0.5,0.125,256,0.9381561279296875,0.9694022536277771,0.9457921385765076,0.9777551889419556,0.9381561279296875,0.9501376152038574,0.9434683918952942
0.125,0.25,0.5,0.5,256,0.9378337860107422,0.9720202684402466,0.9728745222091675,0.9540583491325378,0.9378337860107422,0.9717382192611694,0.9720394611358643
0.5,0.5,0.125,0.125,256,0.9359300136566162,0.9627026915550232,0.9592467546463013,0.9359300136566162,0.94295734167099,0.9526859521865845,0.9599930047988892
0.5,0.5,0.125,0.25,128,0.9357494115829468,0.9813036322593689,0.9429000616073608,0.9694901704788208,0.9775177836418152,0.9357494115829468,0.9383707642555237
0.5,0.25,0.125,0.25,256,0.9352537989616394,0.9741806387901306,0.9352537989616394,0.9422329664230347,0.9393870830535889,0.9468076229095459,0.947792649269104
0.25,0.125,0.5,0.25,128,0.9342852830886841,0.9736530184745789,0.9342852830886841,0.9741753339767456,0.9688025712966919,0.9873687624931335,0.9890352487564087
0.25,0.125,0.125,0.5,512,0.9340578317642212,0.9373423457145691,0.9340578317642212,0.9396485090255737,0.9463475346565247,0.9412636160850525,0.9365428686141968
0.125,0.5,0.25,0.5,256,0.9327359199523926,0.9707967638969421,0.9716503620147705,0.9666249752044678,0.9327359199523926,0.9747409820556641,0.9644933938980103
0.5,0.5,0.125,0.25,512,0.9327352046966553,0.9327352046966553,0.9410595893859863,0.9327750205993652,0.9416924118995667,0.939849317073822,0.9413624405860901
0.25,0.5,0.125,0.5,512,0.9326798319816589,0.9326798319816589,0.9358788132667542,0.9339679479598999,0.9333581328392029,0.9357929229736328,0.9439855217933655
0.25,0.125,0.125,0.125,256,0.9325262308120728,0.9325262308120728,0.9608272910118103,0.9649676084518433,0.952121913433075,0.959891676902771,0.9656535387039185
0.5,0.5,0.5,0.5,256,0.9318304061889648,0.9464077949523926,0.9699338674545288,0.9568026065826416,0.9375741481781006,0.9318304061889648,0.9556019306182861
0.25,0.5,0.125,0.125,512,0.9314771890640259,0.9314771890640259,0.9407739043235779,0.9378117322921753,0.9447159171104431,0.9322866797447205,0.9339502453804016
0.5,0.125,0.5,0.25,256,0.9312739372253418,0.9708376526832581,0.9573883414268494,0.9598792791366577,0.9723677039146423,0.9312739372253418,0.9551168084144592
0.25,0.25,0.5,0.25,128,0.9311950206756592,0.9807623028755188,0.9485548138618469,0.9749494194984436,0.9311950206756592,0.9727548956871033,0.9804253578186035
0.5,0.5,0.5,0.125,128,0.931119441986084,0.9715828895568848,0.9849662780761719,0.9524328708648682,0.9436349868774414,0.9371371269226074,0.931119441986084
0.25,0.125,0.25,0.25,256,0.9302595853805542,0.968313455581665,0.9302595853805542,0.9668432474136353,0.972844660282135,0.9735406041145325,0.9586412310600281
0.5,0.25,0.5,0.25,512,0.9302561283111572,0.9332968592643738,0.9303184747695923,0.9302561283111572,0.9343286156654358,0.9391943216323853,0.9410068988800049
0.125,0.25,0.125,0.5,512,0.9302103519439697,0.9323083162307739,0.9383901357650757,0.9386619925498962,0.9302103519439697,0.9456446170806885,0.9326542019844055
0.25,0.5,0.25,0.125,512,0.9301726818084717,0.9337628483772278,0.9337064027786255,0.9346475005149841,0.9426323771476746,0.9301726818084717,0.9374192953109741
0.125,0.5,0.25,0.25,512,0.9296503663063049,0.9296503663063049,0.9382928609848022,0.9328886270523071,0.9354957342147827,0.946933388710022,0.9462512135505676
0.5,0.125,0.125,0.5,512,0.9291962385177612,0.93697190284729,0.9309248924255371,0.9378793835639954,0.9462227821350098,0.9383502006530762,0.9291962385177612
0.5,0.5,0.125,0.5,512,0.9282971620559692,0.9432523250579834,0.9406492710113525,0.9282971620559692,0.9297816753387451,0.9456762075424194,0.9323199987411499
0.5,0.125,0.25,0.5,256,0.9276177883148193,0.9610896706581116,0.9626679420471191,0.9276177883148193,0.9560827612876892,0.9640046954154968,0.9609696269035339
0.5,0.125,0.125,0.5,256,0.9275317192077637,0.9515423774719238,0.9339562654495239,0.9275317192077637,0.9643855690956116,0.9470515251159668,0.9470300674438477
0.25,0.5,0.25,0.25,512,0.9274577498435974,0.9314751625061035,0.9403114318847656,0.9274577498435974,0.9450913071632385,0.9292349219322205,0.9434065818786621
0.25,0.25,0.5,0.125,128,0.9273574352264404,0.9841431975364685,0.9784955978393555,0.9706743359565735,0.9273574352264404,0.9490981101989746,0.9674557447433472
0.5,0.125,0.125,0.125,128,0.9270442128181458,0.9704211950302124,0.9328044652938843,0.9715166091918945,0.9270442128181458,0.9560943245887756,0.9362856149673462
0.25,0.5,0.5,0.125,512,0.926926851272583,0.9347485303878784,0.9323992729187012,0.926926851272583,0.9446935653686523,0.9404969215393066,0.9358628988265991
0.5,0.5,0.125,0.5,128,0.9269074201583862,0.9850288033485413,0.9481602311134338,0.9761395454406738,0.9269074201583862,0.960469126701355,0.9609818458557129
0.25,0.5,0.5,0.5,512,0.9269038438796997,0.9380736947059631,0.9351131916046143,0.9309459328651428,0.9339182376861572,0.9269038438796997,0.9327360987663269
0.25,0.125,0.25,0.5,512,0.9264495968818665,0.9264495968818665,0.9401177763938904,0.9350420832633972,0.9380530714988708,0.9272395372390747,0.9374699592590332
0.25,0.125,0.5,0.25,512,0.9262422919273376,0.9390392303466797,0.932206928730011,0.9262422919273376,0.927781343460083,0.9294567704200745,0.9447745084762573
0.25,0.25,0.5,0.25,256,0.9260316491127014,0.9742256999015808,0.9374168515205383,0.9260316491127014,0.9638755321502686,0.9406721591949463,0.9728811979293823
0.5,0.5,0.25,0.125,128,0.9257233142852783,0.9578468203544617,0.9257233142852783,0.9600107669830322,0.9848921298980713,0.9428765773773193,0.9596148729324341
0.25,0.25,0.5,0.25,512,0.9256404042243958,0.9381791949272156,0.9256404042243958,0.9319568872451782,0.9451085925102234,0.9265093207359314,0.9348580837249756
0.25,0.125,0.25,0.25,512,0.9256068468093872,0.9365698099136353,0.9295278787612915,0.9309821724891663,0.9347279071807861,0.9256068468093872,0.9264117479324341
0.5,0.25,0.25,0.25,256,0.9250912666320801,0.972130537033081,0.9250912666320801,0.9656193852424622,0.9686389565467834,0.9787442684173584,0.9741860628128052
0.5,0.5,0.25,0.125,256,0.9247373342514038,0.9497040510177612,0.932237982749939,0.9758753180503845,0.9615026116371155,0.963665246963501,0.9247373342514038
0.5,0.25,0.125,0.25,512,0.9244421124458313,0.9428786635398865,0.92522132396698,0.9244421124458313,0.9391400218009949,0.9322981834411621,0.935566782951355
0.25,0.25,0.125,0.125,512,0.924290120601654,0.9246381521224976,0.940221905708313,0.9368220567703247,0.9246715903282166,0.924290120601654,0.9356508255004883
0.25,0.25,0.125,0.25,512,0.9242204427719116,0.9318356513977051,0.9337535500526428,0.9305412769317627,0.9242204427719116,0.9322370886802673,0.9305686354637146
0.5,0.5,0.25,0.5,128,0.9241709113121033,0.9713616371154785,0.9740952253341675,0.9241709113121033,0.9550758004188538,0.9665337800979614,0.9737861156463623
0.5,0.5,0.125,0.125,512,0.9234991669654846,0.9315344095230103,0.9416013956069946,0.9349583387374878,0.9234991669654846,0.9245644807815552,0.9438620805740356
0.5,0.5,0.5,0.125,512,0.923256516456604,0.934137761592865,0.923256516456604,0.9382580518722534,0.926973283290863,0.9354887008666992,0.941777229309082
0.25,0.125,0.5,0.125,512,0.9231142997741699,0.932140588760376,0.9372018575668335,0.9394619464874268,0.929620623588562,0.9231142997741699,0.9415662288665771
0.5,0.125,0.125,0.125,256,0.9227079749107361,0.9227079749107361,0.9637888073921204,0.9467804431915283,0.9501208662986755,0.9396847486495972,0.9233170747756958
0.125,0.25,0.125,0.125,256,0.9220788478851318,0.9717795848846436,0.9451456069946289,0.9722954034805298,0.9220788478851318,0.9592260122299194,0.9654877185821533
0.5,0.125,0.25,0.125,512,0.9219489693641663,0.9389783143997192,0.9219489693641663,0.9258691668510437,0.9338527917861938,0.9364534616470337,0.9430379271507263
0.25,0.125,0.125,0.125,512,0.9209839701652527,0.9320478439331055,0.9311388731002808,0.936633825302124,0.9209839701652527,0.927770733833313,0.9423116445541382
0.25,0.5,0.25,0.5,512,0.9206094741821289,0.9407405853271484,0.925115704536438,0.9472873210906982,0.9206094741821289,0.9379978179931641,0.9330134391784668
0.25,0.25,0.5,0.5,512,0.920204758644104,0.941596269607544,0.9360452890396118,0.920204758644104,0.9471890926361084,0.9230378866195679,0.9337701797485352
0.5,0.25,0.125,0.5,512,0.9201983213424683,0.9457653760910034,0.9277074933052063,0.9201983213424683,0.9359386563301086,0.9244552254676819,0.9247641563415527
0.25,0.25,0.125,0.125,256,0.9201330542564392,0.9681181907653809,0.9671356081962585,0.9201330542564392,0.959784984588623,0.965533971786499,0.9698543548583984
0.5,0.5,0.5,0.5,128,0.9200652241706848,0.9736595153808594,0.9200652241706848,0.9735700488090515,0.9834027886390686,0.9725474119186401,0.9646962881088257
0.5,0.125,0.5,0.125,512,0.9197704792022705,0.9231199622154236,0.934586226940155,0.9327647089958191,0.9197704792022705,0.9540316462516785,0.9369969964027405
