Mutation Max Amount,Mutation Rate,Crossover Rate,Elitism Rate,Sequence Length,Min Fidelity,I,X,Y,Z,H,R_X_PI/4
0.25,0.25,0.5,0.125,512,0.9187180995941162,0.9344005584716797,0.9395669102668762,0.936810314655304,0.9187180995941162,0.9293596744537354,0.9337167739868164
0.5,0.25,0.5,0.5,512,0.9185498952865601,0.9273257255554199,0.9365870952606201,0.9418850541114807,0.9283297061920166,0.9185498952865601,0.9369025826454163
0.5,0.125,0.5,0.5,128,0.9184273481369019,0.9745639562606812,0.9628928899765015,0.952077329158783,0.9850065112113953,0.9184273481369019,0.9857751727104187
0.5,0.5,0.25,0.5,256,0.9183651208877563,0.928176999092102,0.9592730402946472,0.9286162257194519,0.9415432214736938,0.9183651208877563,0.9633035063743591
0.5,0.125,0.5,0.25,512,0.9179344177246094,0.9377886652946472,0.9361534118652344,0.928983747959137,0.9255746006965637,0.9179344177246094,0.9205776453018188
0.25,0.125,0.125,0.25,256,0.9178757071495056,0.9651048183441162,0.9489556550979614,0.9178757071495056,0.9505453705787659,0.9654890298843384,0.9674067497253418
0.25,0.25,0.125,0.5,512,0.9177229404449463,0.9301849007606506,0.9177229404449463,0.9258339405059814,0.9366720914840698,0.9291577339172363,0.9413114786148071
0.25,0.5,0.125,0.25,512,0.9176715612411499,0.9331138730049133,0.9321280717849731,0.9233560562133789,0.9176715612411499,0.9397616386413574,0.9455764293670654
0.5,0.25,0.125,0.25,128,0.9166470766067505,0.9166470766067505,0.9619007706642151,0.9830267429351807,0.982252836227417,0.9886833429336548,0.9463776350021362
0.5,0.25,0.5,0.125,512,0.9161897897720337,0.9529389142990112,0.9219810962677002,0.9302577376365662,0.9371280670166016,0.9166387319564819,0.9161897897720337
0.5,0.25,0.25,0.25,512,0.9160608649253845,0.9376488327980042,0.951467752456665,0.923032820224762,0.9160608649253845,0.9490923881530762,0.9235119223594666
0.25,0.5,0.5,0.25,512,0.9156923294067383,0.9377890825271606,0.9350647926330566,0.9228317141532898,0.9156923294067383,0.9387350678443909,0.9422473907470703
0.25,0.25,0.25,0.125,512,0.9153938889503479,0.9356297850608826,0.9153938889503479,0.9267030358314514,0.9253720045089722,0.92002272605896,0.9240695238113403
0.25,0.25,0.25,0.25,512,0.9151034355163574,0.9295766353607178,0.9270301461219788,0.9343608617782593,0.9151034355163574,0.9342847466468811,0.9363848567008972
0.25,0.125,0.125,0.5,128,0.9149323105812073,0.9817216992378235,0.9149323105812073,0.9684611558914185,0.9426777362823486,0.9773701429367065,0.9661983251571655
0.5,0.25,0.25,0.125,512,0.9143886566162109,0.9143886566162109,0.921657919883728,0.9570930004119873,0.9309909343719482,0.9370852708816528,0.9324386119842529
0.125,0.5,0.125,0.125,512,0.9136273860931396,0.9293097257614136,0.9404319524765015,0.9343283176422119,0.9136273860931396,0.9273599982261658,0.937446117401123
0.5,0.125,0.5,0.5,512,0.9134658575057983,0.9339889287948608,0.9316219091415405,0.9334188103675842,0.9376451969146729,0.9134658575057983,0.9427169561386108
0.5,0.125,0.25,0.5,512,0.9127659797668457,0.938399612903595,0.9550078511238098,0.9263427257537842,0.9330281615257263,0.9354137182235718,0.9127659797668457
0.25,0.125,0.25,0.125,512,0.9118651151657104,0.9403891563415527,0.9323869347572327,0.9199128150939941,0.9242937564849854,0.9118651151657104,0.939032256603241
0.5,0.5,0.125,0.5,256,0.911261796951294,0.9639357328414917,0.960725724697113,0.911261796951294,0.9437293410301208,0.9568837881088257,0.9517793655395508
0.5,0.5,0.25,0.25,512,0.9110328555107117,0.9429566860198975,0.9323093295097351,0.9263828992843628,0.9387586116790771,0.9110328555107117,0.9387688636779785
0.5,0.125,0.25,0.25,128,0.90574711561203,0.9802780151367188,0.9524103403091431,0.9733787178993225,0.9753088355064392,0.90574711561203,0.9430095553398132
0.5,0.5,0.25,0.25,256,0.9056751728057861,0.9088301658630371,0.9056751728057861,0.9453699588775635,0.9669478535652161,0.9500174522399902,0.9631472229957581
0.5,0.125,0.25,0.125,128,0.9050732254981995,0.9768838286399841,0.9050732254981995,0.9879501461982727,0.9858502149581909,0.9250656962394714,0.9872462749481201
0.5,0.125,0.125,0.25,512,0.904740035533905,0.930867075920105,0.9492578506469727,0.9080679416656494,0.904740035533905,0.926307201385498,0.9355360269546509
0.5,0.25,0.5,0.125,256,0.9032735824584961,0.9744712114334106,0.9595311880111694,0.954642117023468,0.9445946216583252,0.9032735824584961,0.9677795171737671
0.5,0.5,0.5,0.25,512,0.9029961824417114,0.9598004817962646,0.9269331693649292,0.9400539398193359,0.9062309265136719,0.9364879131317139,0.9029961824417114
0.5,0.5,0.5,0.5,512,0.9027525186538696,0.9341759085655212,0.9129908084869385,0.9190170764923096,0.9027525186538696,0.9118146896362305,0.9442347884178162
0.5,0.25,0.125,0.125,256,0.9024385213851929,0.9570764899253845,0.9572353363037109,0.9318333268165588,0.9594833254814148,0.9024385213851929,0.9529606103897095
0.25,0.125,0.5,0.5,512,0.9016371965408325,0.9324125051498413,0.9357731938362122,0.9405934810638428,0.9016371965408325,0.9301770925521851,0.9237975478172302
0.5,0.125,0.25,0.25,512,0.9007126092910767,0.9508984684944153,0.9149878025054932,0.9409953355789185,0.941649317741394,0.9007126092910767,0.9388821125030518
0.5,0.125,0.25,0.125,256,0.9004436731338501,0.969188928604126,0.9004436731338501,0.9423696398735046,0.966911792755127,0.9523189067840576,0.9612938165664673
0.5,0.25,0.25,0.5,128,0.8984836935997009,0.8984836935997009,0.9692167043685913,0.9762154817581177,0.9306522011756897,0.9612607955932617,0.9687933325767517
0.25,0.25,0.25,0.5,512,0.8969745635986328,0.9359763860702515,0.946952223777771,0.9320927262306213,0.9403051137924194,0.8969745635986328,0.9358599185943604
0.5,0.125,0.125,0.25,256,0.8968543410301208,0.9316858053207397,0.9772740006446838,0.9521510004997253,0.9631507396697998,0.8968543410301208,0.9219820499420166
0.5,0.25,0.125,0.125,512,0.8946943283081055,0.928983747959137,0.8946943283081055,0.9292804002761841,0.913238525390625,0.9322766661643982,0.941144585609436
0.25,0.125,0.125,0.25,512,0.8940469026565552,0.9336512088775635,0.9466079473495483,0.9493893384933472,0.8940469026565552,0.9236689209938049,0.9309468269348145
0.125,0.5,0.25,0.5,512,0.8927792310714722,0.9346743822097778,0.929362416267395,0.9315112233161926,0.8927792310714722,0.9340890645980835,0.9341949224472046
0.5,0.25,0.125,0.5,128,0.8916512131690979,0.9855313301086426,0.9401363730430603,0.9922175407409668,0.9794741272926331,0.8916512131690979,0.9235622882843018
0.5,0.5,0.25,0.5,512,0.8907646536827087,0.9271762371063232,0.922629177570343,0.9469926357269287,0.9382299184799194,0.9353897571563721,0.8907646536827087
0.5,0.125,0.5,0.25,128,0.8886540532112122,0.9860463738441467,0.938746452331543,0.8886540532112122,0.9834760427474976,0.9675991535186768,0.9717217683792114
0.125,0.125,0.25,0.125,256,0.8841547966003418,0.9640895128250122,0.975222110748291,0.9681721925735474,0.8841547966003418,0.9686040282249451,0.9708107709884644
0.125,0.125,0.5,0.125,512,0.8836125135421753,0.9326727390289307,0.9401211738586426,0.9322656393051147,0.8970675468444824,0.8836125135421753,0.9334179162979126
0.125,0.5,0.25,0.125,512,0.8834518194198608,0.9336234331130981,0.9242586493492126,0.9348020553588867,0.8834518194198608,0.9285752773284912,0.9371364116668701
0.125,0.125,0.125,0.5,512,0.881539523601532,0.9423935413360596,0.9294066429138184,0.9195595383644104,0.9142075181007385,0.881539523601532,0.9407072067260742
0.5,0.125,0.125,0.125,512,0.8774276971817017,0.931073784828186,0.8774276971817017,0.9010026454925537,0.9304414987564087,0.9130210876464844,0.9369839429855347
0.5,0.25,0.25,0.5,512,0.8764044046401978,0.8764044046401978,0.9167155027389526,0.9183340668678284,0.9148721694946289,0.9379428625106812,0.9209100604057312
0.125,0.25,0.25,0.5,512,0.8751806616783142,0.9400885701179504,0.9396778345108032,0.9318816661834717,0.8833942413330078,0.8751806616783142,0.9323450326919556
0.125,0.125,0.125,0.25,512,0.8745533227920532,0.931972861289978,0.8913968205451965,0.9293724298477173,0.9314534068107605,0.8745533227920532,0.9327542781829834
0.5,0.25,0.25,0.125,256,0.8661558628082275,0.9701812267303467,0.962801456451416,0.9605602025985718,0.8661558628082275,0.9646705389022827,0.951715350151062
0.5,0.5,0.25,0.125,512,0.8622298240661621,0.9211790561676025,0.9440434575080872,0.9286609888076782,0.8622298240661621,0.9442391991615295,0.9212399125099182
0.125,0.25,0.25,0.125,512,0.855331540107727,0.9399360418319702,0.9338862895965576,0.8700243234634399,0.855331540107727,0.8670834302902222,0.9373489618301392
0.125,0.25,0.25,0.125,256,0.8519763946533203,0.9694545865058899,0.9644289612770081,0.9633148908615112,0.8519763946533203,0.9733356237411499,0.9644201993942261
0.125,0.25,0.25,0.25,512,0.8447026610374451,0.9335082173347473,0.9384351968765259,0.9381587505340576,0.8447026610374451,0.8682542443275452,0.9321678876876831
0.125,0.125,0.5,0.5,512,0.8172326683998108,0.9393694400787354,0.9338580369949341,0.9298049211502075,0.8172326683998108,0.8311172127723694,0.936509370803833
0.125,0.5,0.5,0.5,512,0.8113771677017212,0.936349093914032,0.945852518081665,0.9318274855613708,0.8113771677017212,0.9384799003601074,0.9422332048416138
0.125,0.5,0.125,0.5,512,0.7980348467826843,0.9356083273887634,0.9294219613075256,0.9344061017036438,0.7980348467826843,0.9410821199417114,0.9343130588531494
0.125,0.5,0.5,0.125,512,0.7682880163192749,0.9360792636871338,0.9359121322631836,0.9351813197135925,0.7682880163192749,0.9350084066390991,0.9355521202087402
0.125,0.125,0.5,0.25,256,0.7570027709007263,0.9702218770980835,0.9697778820991516,0.9702686071395874,0.7570027709007263,0.9755227565765381,0.9654216766357422
0.125,0.125,0.125,0.125,256,0.7317122220993042,0.9678536653518677,0.9621764421463013,0.966733455657959,0.7317122220993042,0.9658225774765015,0.9613356590270996
0.125,0.125,0.25,0.5,512,0.7118518352508545,0.9392688274383545,0.9339796900749207,0.9251232743263245,0.7118518352508545,0.9254951477050781,0.9322114586830139
0.125,0.5,0.125,0.25,512,0.7095220685005188,0.9348846673965454,0.933679461479187,0.9334260821342468,0.7095220685005188,0.8673417568206787,0.9422881603240967
0.125,0.25,0.5,0.125,512,0.6860219836235046,0.9324692487716675,0.9345363974571228,0.9372159838676453,0.6860219836235046,0.9379445314407349,0.9373596906661987
0.125,0.25,0.5,0.5,512,0.6779239177703857,0.9392223954200745,0.9383219480514526,0.9300009608268738,0.6779239177703857,0.9219204187393188,0.9441896677017212
0.125,0.5,0.5,0.25,512,0.6005644798278809,0.9427911043167114,0.9411419630050659,0.9339457154273987,0.6005644798278809,0.941199541091919,0.9371961355209351
0.125,0.125,0.5,0.25,512,0.5158405303955078,0.9321340918540955,0.9208319783210754,0.9280596375465393,0.5158405303955078,0.9350223541259766,0.9343366622924805
0.125,0.125,0.25,0.25,512,0.5101423263549805,0.935894250869751,0.9392257928848267,0.9299271106719971,0.5101423263549805,0.9372860193252563,0.9350447654724121
0.125,0.25,0.125,0.125,512,0.5036157369613647,0.9385250806808472,0.9327256679534912,0.9318296909332275,0.5036157369613647,0.6413310766220093,0.9404933452606201
0.125,0.25,0.125,0.25,512,0.4728948175907135,0.9420789480209351,0.9371902346611023,0.9320845603942871,0.9289271831512451,0.4728948175907135,0.9337952136993408
0.125,0.125,0.25,0.125,512,0.3904635012149811,0.9384443759918213,0.9313679933547974,0.9362320899963379,0.3904635012149811,0.7697065472602844,0.9304144978523254
0.125,0.125,0.125,0.125,512,0.3711438477039337,0.9345929622650146,0.8051252365112305,0.9222766160964966,0.3711438477039337,0.9170432686805725,0.9305185675621033
0.125,0.25,0.5,0.25,512,0.3223988711833954,0.9433398246765137,0.9338781833648682,0.9294190406799316,0.3223988711833954,0.9173336029052734,0.9401697516441345
